n_tasks,b,alpha,m,weight,prior_risk,prior_risk_mc_se
19,64,0.12,32,0.3592646942647776,0.7185293885295552,0.0007667907675523148
19,64,0.12,33,0.3728800989795077,0.7231614040814694,0.0007587550628473761
19,64,0.12,34,0.386790017417934,0.7280753269043464,0.000750287966190057
19,64,0.12,35,0.40099604763692387,0.7332499156789465,0.0007409103447240298
19,64,0.12,36,0.4154740773088599,0.7386205818824174,0.0007309975650675596
19,64,0.12,37,0.4302903062390227,0.7442859351161474,0.0007203092197816212
19,64,0.12,38,0.4453856855049491,0.7501232597978091,0.0007089515887464053
19,64,0.12,39,0.46081132554015014,0.7562032008864004,0.0006972690215145466
19,64,0.12,40,0.4765660801391122,0.7625057282225797,0.0006849259074813816
19,64,0.12,41,0.49266877414229426,0.7690439401245569,0.0006714295353985912
19,64,0.12,42,0.5091300941578837,0.7758172863358228,0.000657252758536272
19,64,0.12,43,0.5259641655896694,0.7828303859939265,0.0006422335902455599
19,64,0.12,44,0.5432108487043107,0.7901248708426338,0.0006265006595987453
19,64,0.12,45,0.5608764677022094,0.7976909762875866,0.0006097187915322022
19,64,0.12,46,0.5789377334899879,0.8054785857252005,0.0005920089484586973
19,64,0.12,47,0.5974631423255247,0.8135668321028421,0.0005730458119789605
19,64,0.12,48,0.6164201268024292,0.821893502403239,0.0005528785322660922
19,64,0.12,49,0.6358924246070504,0.8305533709153312,0.0005315938734245214
19,64,0.12,50,0.6558614259720044,0.8395026252441656,0.0005089389326202235
19,64,0.12,51,0.6763307454071356,0.8487287785501307,0.0004849785899739397
19,64,0.12,52,0.6973982770060927,0.8583363409305758,0.00045962528705073785
19,64,0.12,53,0.7189717883555891,0.8681923482029754,0.00043265675572385883
19,64,0.12,54,0.7411300643698366,0.878376372586473,0.00040387632213815714
19,64,0.12,55,0.7638942651627267,0.8888951449166277,0.0003732690660006208
19,64,0.12,56,0.7872928725466665,0.8997632829104759,0.00034121439121748023
19,64,0.12,57,0.8114622230504238,0.9111154785127565,0.0003076824785308146
19,64,0.12,58,0.8364832887541188,0.9230160427631656,0.0002704579003949364
19,64,0.12,59,0.8620138145792986,0.9350658327639849,0.0002293154316939025
19,64,0.12,60,0.8878777961088716,0.9470696491827965,0.00018914764295587498
19,64,0.12,61,0.9153198863857007,0.9603356185030302,0.0001490819899160055
19,64,0.12,62,0.9464039637144616,0.9769331238342829,9.81025146918333e-05
19,64,0.12,63,0.984383668170199,1.0000088057602021,2.2095152698409412e-05
19,64,0.13,1,0.015625000000000007,1.0000000000000004,1.2863014716962208e-18
19,64,0.13,2,0.028707735382831674,0.9186475322506135,0.0005059273486310622
19,64,0.13,3,0.040362229477307825,0.8610608955159,0.0006360219064276609
19,64,0.13,4,0.05134248734042761,0.8214797974468416,0.0007038896229766582
19,64,0.13,5,0.061891881560006516,0.7922160839680834,0.0007452954663583064
19,64,0.13,6,0.07223728275923709,0.7705310160985289,0.0007700360565747439
19,64,0.13,7,0.08243175679147442,0.7536617763791946,0.0007876024298168064
19,64,0.13,8,0.09254028527297242,0.7403222821837793,0.0007988565278788107
19,64,0.13,9,0.1026380655027293,0.7298706880194084,0.0008072260537012283
19,64,0.13,10,0.11271596060992391,0.7213821479035131,0.0008127760420768317
19,64,0.13,11,0.12289019522860113,0.7149974995118611,0.0008171841339178484
19,64,0.13,12,0.13311214699062973,0.7099314506166918,0.0008194274761926202
19,64,0.13,13,0.14340586746224712,0.7059981167372167,0.0008207297419415163
19,64,0.13,14,0.15378867134236943,0.7030339261365459,0.0008212645891916635
19,64,0.13,15,0.1642293281225323,0.7007117999894709,0.0008209184126947158
19,64,0.13,16,0.1748106629705606,0.6992426518822423,0.0008203729005102462
19,64,0.13,17,0.18550222825787252,0.6983613299119906,0.0008189880992563464
19,64,0.13,18,0.1963353700049679,0.6980813155732193,0.0008166386351317328
19,64,0.13,19,0.20731554281766987,0.6983260389647826,0.0008147302195577329
19,64,0.13,20,0.21843758325777846,0.6990002664248911,0.0008118467114014992
19,64,0.13,21,0.22974813459225693,0.7001847911383069,0.0008082848772451728
19,64,0.13,22,0.24120667743111135,0.7016921525268693,0.0008044196777387329
19,64,0.13,23,0.2528506276993921,0.7035843553374389,0.0008001972045884374
19,64,0.13,24,0.26462841174946894,0.7056757646652505,0.0007950686205433463
19,64,0.13,25,0.2766296681631305,0.7081719504976141,0.0007903675963010854
19,64,0.13,26,0.2887760185115934,0.71083327633623,0.0007848913740834469
19,64,0.13,27,0.3011691624943638,0.7138824592458994,0.0007791763494315394
19,64,0.13,28,0.31376426755331754,0.7171754686932972,0.0007727377791887766
19,64,0.13,29,0.3266111515773357,0.7207970241706719,0.0007661959277557672
19,64,0.13,30,0.33965412991515825,0.7245954771523375,0.0007591677889976338
19,64,0.13,31,0.35292762711179465,0.7286247785533825,0.0007514544884068861
19,64,0.13,32,0.36647181569647125,0.7329436313929423,0.000743577617925716
19,64,0.13,33,0.38024429882107014,0.7374434886226815,0.0007350672762188665
19,64,0.13,34,0.39430263508050667,0.7422167248574243,0.0007263035001384586
19,64,0.13,35,0.4086515629651941,0.7472485722792122,0.0007165991940570314
19,64,0.13,36,0.42326967143156197,0.7524794158783323,0.0007064271516980954
19,64,0.13,37,0.4381931631646025,0.7579557416901231,0.0006953851533084652
19,64,0.13,38,0.4533928116780138,0.7636089459840232,0.0006836478867179587
19,64,0.13,39,0.46890849950308705,0.7694908709794249,0.0006716200968288499
19,64,0.13,40,0.48474273766751785,0.7755883802680287,0.0006588622279870733
19,64,0.13,41,0.5009033219086776,0.7818978683452528,0.0006451629119554069
19,64,0.13,42,0.5174025084890849,0.7884228700786055,0.0006307999032714916
19,64,0.13,43,0.5342552667759296,0.7951706296199882,0.0006157068884387476
19,64,0.13,44,0.5514890808958098,0.8021659358484508,0.0005998813639510707
19,64,0.13,45,0.5691257786157583,0.8094233295868561,0.0005831146506985816
19,64,0.13,46,0.5871294874779491,0.8168758086649728,0.0005654506970036623
19,64,0.13,47,0.6055636047180795,0.8245972489778103,0.0005466455728817756
19,64,0.13,48,0.6244196305907435,0.8325595074543246,0.0005267021917937167
19,64,0.13,49,0.6437441272479705,0.8408086559973491,0.000505721832934468
19,64,0.13,50,0.6635303609569043,0.8493188620248375,0.00048351858616373637
19,64,0.13,51,0.6837853259603095,0.8580835463031333,0.00046007456142519115
19,64,0.13,52,0.7045956972477483,0.867194704304921,0.0004353742793544759
19,64,0.13,53,0.7258802026954623,0.8765345843869731,0.0004092276129905388
19,64,0.13,54,0.7477032758450752,0.8861668454460151,0.0003813509550781955
19,64,0.13,55,0.7700844955612728,0.8960983221076626,0.00035181204656411906
19,64,0.13,56,0.7930456024950558,0.9063378314229209,0.0003210466035800165
19,64,0.13,57,0.8167274540345545,0.9170273168107278,0.0002890769662294179
19,64,0.13,58,0.8412024458275703,0.9282233884993879,0.0002536298078951367
19,64,0.13,59,0.8661174997792626,0.939517287896149,0.00021456312722914928
19,64,0.13,60,0.8913050072016571,0.9507253410151006,0.000176702914358916
19,64,0.13,61,0.9179869482787723,0.9631338473744496,0.0001389837740523819
19,64,0.13,62,0.9480419008526331,0.9786238976543308,9.110039202742374e-05
19,64,0.13,63,0.984387616633477,1.0000128168975004,2.115757625095557e-05
19,64,0.14,1,0.015624999999999993,0.9999999999999996,0.0
19,64,0.14,2,0.02885399067002326,0.9233277014407443,0.0004916928632924843
19,64,0.14,3,0.04071385314680298,0.8685622004651302,0.0006207151159311438
19,64,0.14,4,0.05191004645245017,0.8305607432392027,0.0006880148028724799
19,64,0.14,5,0.06269303559352157,0.8024708555970763,0.0007306040479847351
19,64,0.14,6,0.07327649768267779,0.7816159752818965,0.000755781689057127
19,64,0.14,7,0.08370448070010592,0.7652981092581113,0.0007728478544366463
19,64,0.14,8,0.09404897248000584,0.7523917798400467,0.0007838299401525632
19,64,0.14,9,0.10439596473328322,0.742371304770014,0.0007921040212890717
19,64,0.14,10,0.11472231753969397,0.7342228322540415,0.0007974447112867713
19,64,0.14,11,0.12512594843827113,0.7280055181863048,0.0008014971897879214
19,64,0.14,12,0.13559008164892056,0.7231471021275764,0.0008039724471732385
19,64,0.14,13,0.14611977704273268,0.7193589023642225,0.0008053656592799748
19,64,0.14,14,0.156728817646724,0.7164745949564526,0.0008054875447863987
19,64,0.14,15,0.16740833448710246,0.7142755604783039,0.0008050681670772077
19,64,0.14,16,0.1782244057003345,0.712897622801338,0.0008044456307661675
19,64,0.14,17,0.18914943813451177,0.7120920023887503,0.0008028606653300819
19,64,0.14,18,0.20021099888140695,0.7118613293561136,0.0008001341190113976
19,64,0.14,19,0.21142435125454023,0.7121662358047671,0.0007977975656654035
19,64,0.14,20,0.22277564277279024,0.7128820568729288,0.0007946731353693058
19,64,0.14,21,0.23431964821604848,0.714117023134624,0.0007909979680375459
19,64,0.14,22,0.24599651513400694,0.7156262258443838,0.0007867279980258074
19,64,0.14,23,0.2578574316475112,0.7175163315409007,0.0007823169873300599
19,64,0.14,24,0.2698366235038091,0.719564329343491,0.0007768551518643764
19,64,0.14,25,0.2820248560553486,0.7219836315016925,0.0007718270520596966
19,64,0.14,26,0.2943698941565308,0.7246028163853065,0.0007658455265593318
19,64,0.14,27,0.3069532720973739,0.7275929412678493,0.0007596781618190824
19,64,0.14,28,0.31973945522250535,0.7308330405085836,0.0007528790751455903
19,64,0.14,29,0.33275547080204293,0.7343569010803705,0.0007459852346985468
19,64,0.14,30,0.3459600150484978,0.738048032103462,0.0007386347096721576
19,64,0.14,31,0.359393685763084,0.7419740609302379,0.0007307180233240299
19,64,0.14,32,0.3730981410443382,0.7461962820886764,0.000722488068987413
19,64,0.14,33,0.3870140651615912,0.7505727324346011,0.0007135800097739442
19,64,0.14,34,0.40120013553804595,0.7552002551304394,0.0007043292780458435
19,64,0.14,35,0.4156686133782173,0.7600797501773118,0.0006942791839820871
19,64,0.14,36,0.4304035390892648,0.765161847269804,0.0006837740162947472
19,64,0.14,37,0.445422579313381,0.7704606777312536,0.0006724784029572895
19,64,0.14,38,0.4607081711248562,0.775929551368179,0.0006604687976393969
19,64,0.14,39,0.47630285817142964,0.7816252031531155,0.0006482208520591168
19,64,0.14,40,0.4921921743302915,0.7875074789284665,0.0006352354714541285
19,64,0.14,41,0.5083828924597641,0.7935732955469489,0.0006213661146915553
19,64,0.14,42,0.5249075389770964,0.7998591070127185,0.000606898921757835
19,64,0.14,43,0.5417637732888054,0.8063460811740361,0.0005917170195654829
19,64,0.14,44,0.5589792002969182,0.8130606549773356,0.0005758278225706048
19,64,0.14,45,0.5765775100104391,0.8200213475704022,0.0005590809987805279
19,64,0.14,46,0.5945242875839711,0.8271642262037858,0.0005415017784275447
19,64,0.14,47,0.6128803081251964,0.8345604195747356,0.0005228271733317064
19,64,0.14,48,0.6316311488231556,0.8421748650975408,0.0005031451849829023
19,64,0.14,49,0.6508134373071116,0.8500420405643908,0.0004824638377783028
19,64,0.14,50,0.6704295886341242,0.858149873451679,0.0004607618744726257
19,64,0.14,51,0.6904805812512047,0.8664854352956294,0.0004378248871437376
19,64,0.14,52,0.7110570762144418,0.8751471707254669,0.0004137978252426315
19,64,0.14,53,0.7320720052909078,0.8840114780871338,0.0003884510987406997
19,64,0.14,54,0.7535925414015919,0.8931467157352202,0.00036144076808917536
19,64,0.14,55,0.7756253992160242,0.9025459190877375,0.00033292772628898886
19,64,0.14,56,0.7981800366091748,0.9122057561247712,0.00030335490770971944
19,64,0.14,57,0.8214147701152154,0.9222902681995402,0.00027279863793262945
19,64,0.14,58,0.8454024169588266,0.9328578394028432,0.00023896369132700717
19,64,0.14,59,0.8697624477819301,0.9434711297973483,0.00020173151159507283
19,64,0.14,60,0.8943405712510927,0.9539632760011654,0.00016590217740883133
19,64,0.14,61,0.9203416284624767,0.9656043315016148,0.00013024854471260775
19,64,0.14,62,0.9494741853666466,0.980102384894603,8.50863453786028e-05
19,64,0.14,63,0.9843909419689973,1.0000161950161244,2.030357053578345e-05
19,64,0.15,1,0.015625,1.0,7.667899425631797e-19
19,64,0.15,2,0.028979046369878726,0.9273294838361192,0.0004774578471813923
19,64,0.15,3,0.04101578424698336,0.8750033972689781,0.0006059282278375223
19,64,0.15,4,0.05241659791188775,0.838665566590204,0.0006733895461870318
19,64,0.15,5,0.06339784188004088,0.8114923760645233,0.0007161400661908244
19,64,0.15,6,0.07419077082352019,0.7913682221175486,0.0007413885182736816
19,64,0.15,7,0.08483480847516194,0.775632534630052,0.0007592415490676668
19,64,0.15,8,0.09539678565464083,0.7631742852371266,0.0007702455792873232
19,64,0.15,9,0.10596898129001017,0.7535572002845168,0.0007785822205807014
19,64,0.15,10,0.11652026394007797,0.7457296892164991,0.0007839443415789595
19,64,0.15,11,0.12714482763886223,0.7397517244442893,0.0007883710321441158
19,64,0.15,12,0.13782892942218544,0.7350876235849889,0.0007904950703470596
19,64,0.15,13,0.14857371027449934,0.7314398044283044,0.0007917892079317443
19,64,0.15,14,0.15939881748148116,0.728680308486771,0.0007919512653177972
19,64,0.15,15,0.17029158431607944,0.7265774264152722,0.0007913708340734688
19,64,0.15,16,0.1813070098619196,0.7252280394476784,0.0007903839254081367
19,64,0.15,17,0.19243141038937284,0.7244476626423447,0.0007885272085487515
19,64,0.15,18,0.20370467191111832,0.7242832779061984,0.0007856236963108649
19,64,0.15,19,0.21512150034515579,0.7246197906363142,0.000782891799189645
19,64,0.15,20,0.22666646782971456,0.7253326970550866,0.000779481965827141
19,64,0.15,21,0.2384040579923932,0.7265647481672934,0.0007755491013148867
19,64,0.15,22,0.25027087043389273,0.7280607139895061,0.0007708116447563224
19,64,0.15,23,0.26232111051055457,0.729937003159804,0.0007661983173651534
19,64,0.15,24,0.274484116305323,0.7319576434808612,0.0007606916588558669
19,64,0.15,25,0.2868441328198431,0.7343209800187982,0.0007552622996086756
19,64,0.15,26,0.29937328030658994,0.7369188438316058,0.0007491285530906696
19,64,0.15,27,0.3121316134565819,0.7398675281933794,0.000742608249470398
19,64,0.15,28,0.3250807095833061,0.7430416219046997,0.000735564013271778
19,64,0.15,29,0.33824945665164546,0.7464815595070795,0.0007283473827260548
19,64,0.15,30,0.3516049085723694,0.7500904716210548,0.0007207783390352826
19,64,0.15,31,0.3651869622091122,0.7539343735930057,0.0007126053956680382
19,64,0.15,32,0.3790251080978516,0.7580502161957032,0.0007040533577038577
19,64,0.15,33,0.3930712518493526,0.7623200035866233,0.0006948959250113032
19,64,0.15,34,0.4073697518475298,0.7668136505365266,0.0006853094102989923
19,64,0.15,35,0.4219426903054742,0.7715523479871529,0.0006749807384500905
19,64,0.15,36,0.4367669386169609,0.7764745575412638,0.0006642916080816839
19,64,0.15,37,0.45186231755608264,0.7815996844213322,0.0006528755511566796
19,64,0.15,38,0.4672147879716633,0.786888063952275,0.000640694735916741
19,64,0.15,39,0.48286528203885665,0.7923943089868416,0.0006282845551844485
19,64,0.15,40,0.4987953805192541,0.7980726088308064,0.0006151726817007047
19,64,0.15,41,0.5150206615188935,0.8039346911514434,0.000601168487430708
19,64,0.15,42,0.5315536229155644,0.8099864730141934,0.0005866242629909114
19,64,0.15,43,0.5484080529518357,0.8162352416027322,0.0005713588965301897
19,64,0.15,44,0.5656029916035593,0.822695260514268,0.0005554391025452953
19,64,0.15,45,0.5831615716134444,0.8293853462946763,0.0005387518296924757
19,64,0.15,46,0.6010546631589562,0.8362499661341998,0.0005212627405897859
19,64,0.15,47,0.6193306678345705,0.8433438881151598,0.0005028110694089141
19,64,0.15,48,0.637977767089112,0.8506370227854827,0.0004833586656824604
19,64,0.15,49,0.6570314086394967,0.8581634725087303,0.00046300292922811677
19,64,0.15,50,0.6764921447945511,0.8659099453370253,0.00044168459305960264
19,64,0.15,51,0.6963652081163466,0.87387006508718,0.00041921790607863724
19,64,0.15,52,0.7167218868483736,0.8821192453518444,0.00039571407651394674
19,64,0.15,53,0.7374907817309991,0.8905549062412064,0.00037104351000882824
19,64,0.15,54,0.7587319742867753,0.8992378954509929,0.0003448133871817687
19,64,0.15,55,0.7804519357653241,0.9081622525269226,0.0003171552974004547
19,64,0.15,56,0.802648449965931,0.9173125142467783,0.0002885965801396867
19,64,0.15,57,0.8254876866366867,0.9268633674517184,0.0002591994506181305
19,64,0.15,58,0.8490386602842982,0.9368702458309497,0.00022674017733043328
19,64,0.15,59,0.8729115297496942,0.9468870831183124,0.00019116997754173022
19,64,0.15,60,0.8969683478539296,0.9567662377108583,0.00015702619628392038
19,64,0.15,61,0.9223793323544369,0.9677422503390811,0.00012303124129795534
19,64,0.15,62,0.950700666179909,0.9813684296050673,8.013747776336985e-05
19,64,0.15,63,0.9843810408970328,1.0000061367842872,1.9608517047662466e-05
19,64,0.16,1,0.015625,1.0,7.299250414784113e-19
19,64,0.16,2,0.029104957235105554,0.9313586315233777,0.00046465485588843624
19,64,0.16,3,0.04130196037656494,0.8811084880333853,0.0005906777759806977
19,64,0.16,4,0.05288324714606033,0.8461319543369653,0.000657294796049003
19,64,0.16,5,0.06406177014574307,0.8199906578655113,0.0006998088066376043
19,64,0.16,6,0.07504518543424381,0.8004819779652672,0.0007253277583480105
19,64,0.16,7,0.08589003722817004,0.7852803403718402,0.000743344287527325
19,64,0.16,8,0.09665867306872386,0.7732693845497909,0.0007545431368189415
19,64,0.16,9,0.10743327049569461,0.7639699235249394,0.0007631503520241143
19,64,0.16,10,0.11819427168477474,0.7564433387825582,0.00076885636920467
19,64,0.16,11,0.1290132814285108,0.7506227283113355,0.0007730785616709023
19,64,0.16,12,0.1398953273987244,0.7461084127931967,0.0007749723426650054
19,64,0.16,13,0.15084194672368623,0.7426065069473783,0.0007764025080249774
19,64,0.16,14,0.16185747056505517,0.7399198654402522,0.0007762950186330749
19,64,0.16,15,0.17295765643642638,0.7379526674620859,0.0007757405932550985
19,64,0.16,16,0.18417849193614674,0.736713967744587,0.0007746545206569017
19,64,0.16,17,0.1954939512540425,0.735977228250513,0.0007725545595258442
19,64,0.16,18,0.20695831923200383,0.7358518017137914,0.0007695789965312756
19,64,0.16,19,0.21856971231404274,0.7362348204262492,0.0007666258593696313
19,64,0.16,20,0.230305924974225,0.73697895991752,0.0007630257555178062
19,64,0.16,21,0.2422260198058311,0.7382126317891995,0.0007588895681927431
19,64,0.16,22,0.25426132777460014,0.739669317162473,0.0007539249601920065
19,64,0.16,23,0.2664821464481863,0.7415155379427792,0.0007490699012808658
19,64,0.16,24,0.27882746017918464,0.743539893811159,0.0007435595475673569
19,64,0.16,25,0.29134406603399976,0.7458408090470394,0.0007378247900690127
19,64,0.16,26,0.30403192623761993,0.7483862799695261,0.0007314654789031527
19,64,0.16,27,0.3169395860474286,0.7512642039642752,0.000724555104372486
19,64,0.16,28,0.33003009697270835,0.7543545073661904,0.0007173154420874433
19,64,0.16,29,0.3433407342052804,0.757717482384067,0.0007098942260659512
19,64,0.16,30,0.3568347880260856,0.7612475477889825,0.0007020159433821121
19,64,0.16,31,0.37054901752176983,0.7650044232707506,0.0006937138181918127
19,64,0.16,32,0.38450313690196647,0.7690062738039329,0.0006848902658882976
19,64,0.16,33,0.3986547313539348,0.7731485698985403,0.0006755328417675622
19,64,0.16,34,0.4130537652042614,0.7775129697962567,0.0006658033799575679
19,64,0.16,35,0.4277160294311074,0.7821093109597392,0.0006553589147784729
19,64,0.16,36,0.4426190400653726,0.7868782934495513,0.0006445178717741592
19,64,0.16,37,0.45778127674067975,0.7918378840919866,0.0006329625655080254
19,64,0.16,38,0.4731889697303118,0.7969498437563147,0.0006206909355769863
19,64,0.16,39,0.48888727525710207,0.802276554268065,0.0006081774405570927
19,64,0.16,40,0.5048534895313862,0.8077655832502177,0.0005950266346123103
19,64,0.16,41,0.5210967551778244,0.8134193251556284,0.0005810030476402681
19,64,0.16,42,0.5376407502837586,0.8192620956704891,0.0005664740038153766
19,64,0.16,43,0.5544827224697653,0.8252766101875576,0.0005512137943448365
19,64,0.16,44,0.5716572600275772,0.8315014691310212,0.0005354139665654044
19,64,0.16,45,0.5891722440223739,0.8379338581651541,0.0005188051833634976
19,64,0.16,46,0.6070024985649757,0.8445252153947488,0.0005014869193254475
19,64,0.16,47,0.6251958408376924,0.8513305066726023,0.0004832605685513149
19,64,0.16,48,0.6437365121593768,0.8583153495458358,0.0004641339079515495
19,64,0.16,49,0.6626655442797386,0.8655223435490462,0.00044415646904602584
19,64,0.16,50,0.6819770691590952,0.8729306485236418,0.00042326010415338433
19,64,0.16,51,0.7016764763778427,0.8805351860427829,0.00040125264784354454
19,64,0.16,52,0.7218284963767718,0.88840430323295,0.0003783517040817352
19,64,0.16,53,0.7423747599330005,0.8964525402964534,0.0003543815434448123
19,64,0.16,54,0.7633664041463465,0.9047305530623364,0.0003289621091185434
19,64,0.16,55,0.7848012925201954,0.9132233222053183,0.0003021888176573799
19,64,0.16,56,0.8066704728747942,0.9219091118569077,0.00027462853504661976
19,64,0.16,57,0.8291467226835988,0.9309717588026373,0.00024639602726366145
19,64,0.16,58,0.8523006945596073,0.9404697319278426,0.00021532746228377728
19,64,0.16,59,0.8757357021692758,0.9499505921836211,0.00018126854144100268
19,64,0.16,60,0.8993177072659195,0.9592722210836474,0.0001487455551253836
19,64,0.16,61,0.9241958791753017,0.9696481355281854,0.00011634702193968424
19,64,0.16,62,0.9517913403440157,0.9824942868067258,7.560292183593404e-05
19,64,0.16,63,0.984374983167308,0.9999999829001223,1.8938057023885492e-05
19,64,0.17,1,0.015624999999999997,0.9999999999999998,6.973971875800863e-19
19,64,0.17,2,0.02921754225490365,0.9349613521569168,0.0004526934812291133
19,64,0.17,3,0.041572384345202114,0.886877532697645,0.0005768137529822842
19,64,0.17,4,0.05333492314375832,0.8533587703001331,0.000642873902149419
19,64,0.17,5,0.06470403776344787,0.8282116833721326,0.0006852477261993182
19,64,0.17,6,0.07588517542427235,0.8094418711922384,0.0007114740792022135
19,64,0.17,7,0.08692115576692803,0.7947077098690563,0.0007295781356102324
19,64,0.17,8,0.09788656332775442,0.7830925066220353,0.0007406264397994956
19,64,0.17,9,0.10886236568033258,0.7741323781712539,0.0007492022001273831
19,64,0.17,10,0.11981815531257965,0.7668361940005097,0.0007552957712675793
19,64,0.17,11,0.13083146057881317,0.7612012251858221,0.000759279334416015
19,64,0.17,12,0.14190690882580398,0.7568368470709547,0.0007611091178710253
19,64,0.17,13,0.15303749431549216,0.7534153566301153,0.0007623476956565248
19,64,0.17,14,0.16424450313324357,0.7508320143233992,0.0007623960293245221
19,64,0.17,15,0.1755324605447022,0.7489384983240628,0.0007616767588343713
19,64,0.17,16,0.1869349478982189,0.7477397915928756,0.0007600693526288267
19,64,0.17,17,0.19843801151362173,0.7470607492277525,0.0007576302944147641
19,64,0.17,18,0.2100855518653949,0.7469708510769597,0.0007546439305840264
19,64,0.17,19,0.22187771757033276,0.7473775749737525,0.000751314676367036
19,64,0.17,20,0.23379279955254775,0.7481369585681528,0.0007475415964453478
19,64,0.17,21,0.24589319653850183,0.7493887894506722,0.0007430699170294512
19,64,0.17,22,0.2580923957173459,0.7508142420868243,0.0007378488079135942
19,64,0.17,23,0.2704861289217659,0.7526570543910007,0.0007327641917041043
19,64,0.17,24,0.2829982926026364,0.7546621136070304,0.0007269579211612713
19,64,0.17,25,0.2956732895759757,0.7569236213144979,0.0007208085233023419
19,64,0.17,26,0.3085117324509248,0.7594134952638147,0.0007142096427605647
19,64,0.17,27,0.32156761110056015,0.76223433742355,0.0007071776659632034
19,64,0.17,28,0.3347976393028903,0.765251746978035,0.0006997808720972576
19,64,0.17,29,0.34824563280599485,0.7685420861925404,0.0006921377368492408
19,64,0.17,30,0.36186845581118093,0.7719860390638528,0.0006840844213501561
19,64,0.17,31,0.37570622564514555,0.775651562622236,0.0006755754541953581
19,64,0.17,32,0.38977429095606453,0.7795485819121291,0.0006666030852564889
19,64,0.17,33,0.40402276372055174,0.7835592993368276,0.0006570180283935332
19,64,0.17,34,0.41850809099632097,0.7877799359930748,0.0006470979093953647
19,64,0.17,35,0.43325724830961576,0.7922418254804403,0.0006365566613438556
19,64,0.17,36,0.44823376057586733,0.7968600188015418,0.0006255493811962397
19,64,0.17,37,0.4634581845432004,0.8016574002909413,0.0006139211441264308
19,64,0.17,38,0.47891934511241685,0.8066010022945967,0.0006015784313387052
19,64,0.17,39,0.49465547596056336,0.811742319525027,0.0005889824338104978
19,64,0.17,40,0.5106385101738004,0.8170216162780806,0.000575783544436563
19,64,0.17,41,0.5269020334396567,0.8224812229301958,0.0005617519178551871
19,64,0.17,42,0.5434487915851847,0.8281124443202814,0.0005472506348778738
19,64,0.17,43,0.5602776358990945,0.833901597617257,0.000532063382900802
19,64,0.17,44,0.5774162169019369,0.8398781336755446,0.0005163783179460929
19,64,0.17,45,0.5948770928325955,0.8460474209174691,0.0004999160767957474
19,64,0.17,46,0.6126444268754212,0.8523748547831946,0.00048280439992562526
19,64,0.17,47,0.6307470176921406,0.858889556006319,0.00046480825655044727
19,64,0.17,48,0.64918534521554,0.8655804602873868,0.00044601777005066076
19,64,0.17,49,0.6679923853800845,0.8724798502923554,0.0004264353548833958
19,64,0.17,50,0.6871579115932923,0.8795621268394143,0.00040597735444446176
19,64,0.17,51,0.7066897072734835,0.8868262993235871,0.0003844494485632082
19,64,0.17,52,0.7266472993731157,0.8943351376899883,0.0003621520677751441
19,64,0.17,53,0.7469785858766831,0.9020118772850512,0.00033885141620438615
19,64,0.17,54,0.7677238039532712,0.9098948787594324,0.00031422362747624325
19,64,0.17,55,0.7888816438253408,0.9179713673603965,0.0002883251529867721
19,64,0.17,56,0.8104430417590169,0.9262206191531622,0.0002616943618424682
19,64,0.17,57,0.8325752187827001,0.93482129828233,0.00023457141936764536
19,64,0.17,58,0.8553575882219308,0.9438428559690271,0.00020478639668634687
19,64,0.17,59,0.8783847872987653,0.952824176052898,0.00017211547568727007
19,64,0.17,60,0.9015192684639138,0.9616205530281747,0.00014109106268967253
19,64,0.17,61,0.9258958774424105,0.9714317402674468,0.00011019614493586164
19,64,0.17,62,0.9528102251633461,0.9835460388782927,7.144717350863126e-05
19,64,0.17,63,0.984378006263049,1.0000030539815101,1.8294214937114183e-05
19,64,0.18,1,0.015624999999999995,0.9999999999999997,1.3369670793409288e-18
19,64,0.18,2,0.029331654031468903,0.9386129290070049,0.0004418845829424952
19,64,0.18,3,0.04184572541916493,0.8927088089421854,0.0005643900559585259
19,64,0.18,4,0.05377690378807459,0.8604304606091935,0.0006297963062317233
19,64,0.18,5,0.06531884524719686,0.8360812191641199,0.000671323012054554
19,64,0.18,6,0.07668289033552551,0.8179508302456057,0.0006975478644346075
19,64,0.18,7,0.0878980084854291,0.8036389347239233,0.0007154286988714313
19,64,0.18,8,0.09905524721701275,0.792441977736102,0.0007268395164640403
19,64,0.18,9,0.11021724234214898,0.7837670566552817,0.000735524959966397
19,64,0.18,10,0.1213567630040774,0.7766832832260955,0.0007415693324225589
19,64,0.18,11,0.1325476418262394,0.771186279716302,0.0007453910646359251
19,64,0.18,12,0.14380844930189676,0.7669783962767828,0.0007472995739817099
19,64,0.18,13,0.15513579885536397,0.7637454712879458,0.0007486797637144268
19,64,0.18,14,0.1665288859418584,0.7612749071627815,0.0007486801673821853
19,64,0.18,15,0.17799902375529914,0.7594625013559431,0.0007477825146748457
19,64,0.18,16,0.18957546199057607,0.7583018479623043,0.0007459861250278992
19,64,0.18,17,0.20125154167412732,0.7576528627731851,0.0007435163461826218
19,64,0.18,18,0.2130597981013644,0.7575459488048514,0.0007401386602426826
19,64,0.18,19,0.2250185413758212,0.7579571920027662,0.0007366120241362733
19,64,0.18,20,0.2371031648642497,0.7587301275655991,0.0007326334158327693
19,64,0.18,21,0.24936493571052096,0.7599693278796829,0.0007279418296545448
19,64,0.18,22,0.2617285404590452,0.7613921176990407,0.0007225656933597351
