n_tasks,b,m,weight,prior_risk,prior_risk_mc_se
93,64,15,0.20855649953333838,0.8898410646755771,0.002566855754056315
93,64,16,0.22242432037793883,0.8896972815117553,0.0025302807259717365
93,64,17,0.23635435802861365,0.889804641990075,0.0024930340924660763
93,64,18,0.25035862189001595,0.8901639889422791,0.0024551596386273035
93,64,19,0.26444002378150505,0.8907453432640171,0.002416807726821295
93,64,20,0.2785868262355493,0.891477843953758,0.002377917804283363
93,64,21,0.29281555196093056,0.892390253595217,0.002338871499052669
93,64,22,0.30710771837979134,0.8934042716503021,0.0022991076525074217
93,64,23,0.32147769773990803,0.8945466371893094,0.0022586547582611237
93,64,24,0.3359308888153601,0.895815703507627,0.002217814958728831
93,64,25,0.3504865942162884,0.8972456811936985,0.00217644260542278
93,64,26,0.36511096453697445,0.8987346819371679,0.0021343295747798274
93,64,27,0.3798200723059025,0.900314245465843,0.002091746213488204
93,64,28,0.3946111480749175,0.9019683384569542,0.002048588559166076
93,64,29,0.4095094749336798,0.9037450481295004,0.002004968927075492
93,64,30,0.42448453779105527,0.9055670139542512,0.0019607098190754795
93,64,31,0.43956984896027607,0.9074990430147637,0.0019157808708917196
93,64,32,0.4547591203423849,0.9095182406847698,0.0018703661436436673
93,64,33,0.4700333134099098,0.911579759340431,0.0018241966655001577
93,64,34,0.4854043775828142,0.9137023578029443,0.0017774259550732746
93,64,35,0.5008756828266772,0.9158869628830669,0.0017300392561834957
93,64,36,0.5164578740888074,0.9181473317134354,0.0016818469445358576
93,64,37,0.5321304132734663,0.9204417959324823,0.0016329571785167272
93,64,38,0.5479152339665129,0.9228046045751797,0.0015833848742949396
93,64,39,0.5638246790866569,0.9252507554242577,0.0015330090723584201
93,64,40,0.5798300388014179,0.9277280620822689,0.0014820009704081892
93,64,41,0.5959565041443402,0.9302735674448238,0.0014301701063433145
93,64,42,0.6121861701328197,0.9328551163928683,0.0013776175008627404
93,64,43,0.6285092375154797,0.9354556093253652,0.0013243649086970605
93,64,44,0.644957864832914,0.9381205306660567,0.0012702241881752548
93,64,45,0.6615242240754168,0.9408344520183708,0.0012152950694218193
93,64,46,0.6781831754377784,0.943559200609083,0.0011597205639741418
93,64,47,0.6949911266235191,0.946370895827771,0.0011031248785661008
93,64,48,0.7119096286924792,0.949212838256639,0.0010457068363980905
93,64,49,0.7289500623519476,0.952098040622952,0.0009874733299695638
93,64,50,0.7461150936142862,0.9550273198262865,0.0009283583891316798
93,64,51,0.7634303201000889,0.9580302056157979,0.0008681680277353181
93,64,52,0.7808343626371474,0.9610269078611047,0.000807310461869033
93,64,53,0.7983678062543377,0.9640667849108985,0.0007455479206496043
93,64,54,0.8160744386612974,0.9671993347096859,0.0006824777174541199
93,64,55,0.8339096032310576,0.9703675383052307,0.0006184918490279789
93,64,56,0.8518174026089673,0.9735056029816768,0.0005540834679208135
93,64,57,0.8698974105222168,0.9767269170775769,0.0004883216352449493
93,64,58,0.8882395614534073,0.9801264126382427,0.00042057596405934474
93,64,59,0.906655261938721,0.983490453628443,0.00035242871105130346
93,64,60,0.9250471095380415,0.9867169168405776,0.00028451901499743987
93,64,61,0.9438310822202985,0.9902490042967068,0.0002137491992248105
93,64,62,0.963196469992121,0.9942673238628349,0.00013818957942703415
93,64,63,0.9843852917237846,1.00001045508448,4.745254452487933e-05
100,8,1,0.12384225982439509,0.9907380785951607,0.001532699588114466
100,8,2,0.24265270819378829,0.9706108327751531,0.002307431772154624
100,8,3,0.361035969673517,0.9627625857960453,0.002007497742320496
100,8,4,0.4812296048277006,0.9624592096554012,0.0016698936699849096
100,8,5,0.604804613057405,0.967687380891848,0.0013019210253140566
100,8,6,0.7349114588025715,0.9798819450700955,0.0008851554701593649
100,8,7,0.8747296985786253,0.9996910840898573,0.00038070519811415416
100,16,1,0.061718951401768696,0.9875032224282991,0.001639403925334959
100,16,2,0.12047837694076373,0.9638270155261098,0.002662422165034828
100,16,3,0.17801915219546105,0.9494354783757923,0.002550239648589904
100,16,4,0.2353267085073926,0.9413068340295704,0.002411539194526183
100,16,5,0.29293038014828243,0.9373772164745039,0.0022601605989088754
100,16,6,0.3511697280337486,0.9364526080899964,0.0021001075148048953
100,16,7,0.4102559655197249,0.9377279211879426,0.001932625427718772
100,16,8,0.4703418401344287,0.9406836802688574,0.001756311929624338
100,16,9,0.5314829992556622,0.9448586653433995,0.0015725900034054261
100,16,10,0.5940543225681888,0.9504869161091022,0.0013792941547389422
100,16,11,0.6581720244747228,0.9573411265086877,0.001174910544574255
100,16,12,0.7234195190875196,0.9645593587833595,0.0009640342350145843
100,16,13,0.7916151009941765,0.9742955089159097,0.0007313071089078552
100,16,14,0.859351188044249,0.9821156434791416,0.0005026870166724663
100,16,15,0.9373551739560377,0.9998455188864402,0.00019077050420190935
100,32,1,0.03083786953817467,0.9868118252215894,0.0016919954275807076
100,32,2,0.060058098434792054,0.9609295749566729,0.002836922082805521
100,32,3,0.08844758116834166,0.9434408657956446,0.002810714912580432
100,32,4,0.11646001223037543,0.9316800978430034,0.0027582580823736955
100,32,5,0.1443261706582452,0.9236874922127695,0.0026956251824804354
100,32,6,0.17217613826403044,0.9182727374081625,0.002627835800630775
100,32,7,0.20008737926066378,0.914685162334463,0.0025576764116334474
100,32,8,0.2281114958912516,0.9124459835650064,0.0024841710429754664
100,32,9,0.25630630152354894,0.9113112943059517,0.0024085474187567043
100,32,10,0.28473952736973573,0.9111664875831545,0.0023311268953554584
100,32,11,0.3133915760645883,0.911684584915166,0.002252130263947136
100,32,12,0.3423248434229262,0.9128662491278032,0.002170851961182275
100,32,13,0.37152542767780017,0.9145241296684312,0.0020881364328677087
100,32,14,0.4009921006635326,0.9165533729452172,0.002003047162173425
100,32,15,0.43081774003477863,0.9190778454075277,0.0019157132206731207
100,32,16,0.46098460313108913,0.9219692062621783,0.0018259984993782895
100,32,17,0.491490085124071,0.925157807292369,0.0017339353013478985
100,32,18,0.5223904278781374,0.9286940940055777,0.0016394023158580859
100,32,19,0.553642447737925,0.9324504382954527,0.0015425076383139803
100,32,20,0.5852824401234666,0.9364519041975468,0.0014430128429467968
100,32,21,0.6173692455724791,0.9407531361104443,0.0013404080792433334
100,32,22,0.6498382001668443,0.9452192002426828,0.0012352009646491406
100,32,23,0.6828193851750458,0.9500095793739766,0.00112640765299539
100,32,24,0.7161278838413987,0.9548371784551984,0.0010155458345559765
100,32,25,0.750070809092642,0.9600906356385818,0.0008999970395906606
100,32,26,0.7843681362243176,0.9653761676606987,0.0007822087020260413
100,32,27,0.8191433580417824,0.9708365724939645,0.0006609421344604395
100,32,28,0.8549390146604624,0.977073159611957,0.000532246473468124
100,32,29,0.8904544742585465,0.9825704543542584,0.00040597498767097444
100,32,30,0.9273679286517764,0.9891924572285614,0.0002692854965801023
100,32,31,0.9686712356681124,0.999918694883213,9.55228223497978e-05
100,64,1,0.015413915783571524,0.9864906101485775,0.0017184356937114669
100,64,2,0.029986884814581373,0.9595803140666039,0.002923604383945077
100,64,3,0.04409038852161215,0.940594955127726,0.0029386296933932607
100,64,4,0.05794122902959965,0.9270596644735944,0.0029264198853275747
100,64,5,0.07164856406452871,0.9171016200259676,0.0029037650678211844
100,64,6,0.08527367438126637,0.9095858600668414,0.002876307577565838
100,64,7,0.0988500264828944,0.9037716707007487,0.002847078624013679
100,64,8,0.11240027107225091,0.8992021685780073,0.002815191745996597
100,64,9,0.1259482991672122,0.8956323496335091,0.0027821006242779215
100,64,10,0.13953038991777905,0.8929944954737861,0.002748564601763252
100,64,11,0.15312646039398606,0.890917587746828,0.0027146808168104306
100,64,12,0.1667689904047292,0.8894346154918892,0.002679878203364612
100,64,13,0.1804471193024695,0.8883550488736961,0.0026452053692214224
100,64,14,0.1941498586307134,0.8875422108832614,0.0026095773019831005
100,64,15,0.20792832248100876,0.8871608425856373,0.002573569595124423
100,64,16,0.22177634090182216,0.8871053636072886,0.0025368356976536626
100,64,17,0.23566762008702707,0.8872192756217488,0.0024996911243128214
100,64,18,0.2496577508869032,0.8876720031534338,0.002462059415994279
100,64,19,0.2636832868963373,0.8881963348087152,0.002424169894078086
100,64,20,0.2777897258876677,0.8889271228405368,0.0023857419404497097
100,64,21,0.2919800303019151,0.8898439018725032,0.0023466915095338723
100,64,22,0.30625977925513875,0.8909375396513128,0.0023070213327446567
100,64,23,0.32060741591245534,0.8921249834085714,0.002266962044920746
100,64,24,0.3350258764254649,0.8934023371345732,0.0022263292592220874
100,64,25,0.34954755654194897,0.8948417447473893,0.0021850637314449165
100,64,26,0.3641556099480799,0.8963830398721966,0.002143381728865014
100,64,27,0.37886494257454506,0.8980502342507737,0.0021010605924292086
100,64,28,0.39363648596559225,0.899740539349925,0.0020581694978234013
100,64,29,0.40850933691792507,0.9015378469912831,0.0020145457786537985
100,64,30,0.4234789884589242,0.903421842045705,0.00197034237220062
100,64,31,0.4385579862192116,0.9054100360654693,0.0019255408402558283
100,64,32,0.45371704044168387,0.9074340808833677,0.0018800910191971913
100,64,33,0.4689877680324576,0.9095520349720391,0.0018339834644194128
100,64,34,0.484342799970524,0.9117040940621628,0.0017872350847720827
100,64,35,0.49981247049365124,0.9139428031883908,0.0017397831644679963
100,64,36,0.5153824169212299,0.9162354078599644,0.0016915189752516296
100,64,37,0.5310664286722029,0.9186013901357023,0.00164268625549838
100,64,38,0.5468474913093773,0.9210063011526355,0.0015931028494636072
100,64,39,0.562744700066651,0.9234784821606582,0.0015427068620837048
100,64,40,0.5787585479142755,0.9260136766628408,0.0014915866370534753
100,64,41,0.5948699687507629,0.9285775121963128,0.0014397224981700493
100,64,42,0.6111050209166282,0.9312076509205764,0.0013870341809843042
100,64,43,0.6274570978881391,0.9338896340660674,0.001333601258919006
100,64,44,0.6439273188100582,0.9366215546328119,0.0012792971356255936
100,64,45,0.6605159185066934,0.9394004174317417,0.0012241868563384471
100,64,46,0.677206223470737,0.9421999630897211,0.0011683136686370613
100,64,47,0.6940344649204693,0.9450682075512773,0.0011114938177458082
100,64,48,0.7109907838305728,0.9479877117740971,0.0010538203658257768
100,64,49,0.728045588342185,0.9509166868142825,0.0009953685063871477
100,64,50,0.7452445423156563,0.9539130141640401,0.0009359146420775479
100,64,51,0.7625940845199889,0.9569808119466527,0.0008753724806298577
100,64,52,0.7800454152241217,0.9600558956604576,0.0008141357840465245
100,64,53,0.7976240337911348,0.9631686445779741,0.0007519756297391159
100,64,54,0.8153845904545496,0.9663817368350218,0.0006884449463754017
100,64,55,0.8332767405137289,0.9696311162341572,0.0006239856440959924
100,64,56,0.851247482064622,0.9728542652167108,0.0005590477495972441
100,64,57,0.8693801096681559,0.9761460880484559,0.0004928090049725674
100,64,58,0.887784752244094,0.9796245542003797,0.00042450634680516705
100,64,59,0.9062669593597218,0.9830692440512236,0.0003557845660407998
100,64,60,0.9247299156409627,0.9863785766836936,0.0002872633628885204
100,64,61,0.9435881640469395,0.9899941393279365,0.00021584474293204515
100,64,62,0.9630368862504725,0.9941025922585525,0.00013954122740863763
100,64,63,0.9843334168601419,0.9999577568103031,4.779870931733236e-05
