n_tasks,b,m,n_profiles,weight,empirical_risk,empirical_risk_mc_se
93,32,31,6,0.96875,1.0,0.0
93,64,1,6,0.015625,1.0,0.0
93,64,2,6,0.5650651246604621,18.082083989134787,0.005919570891410278
93,64,3,6,0.590494777967766,12.597221929979005,0.00482785743362942
93,64,4,6,0.6016697218994896,9.626715550391834,0.004063822343556005
93,64,5,6,0.6071993646899515,7.77215186803138,0.003517291664834748
93,64,6,6,0.6101118497671313,6.5078597308494,0.0030934844841484306
93,64,7,6,0.6113508463505789,5.58949345234815,0.0027777634138834145
93,64,8,6,0.6115631296162353,4.892505036929882,0.0025316460399829894
93,64,9,6,0.6109658828579663,4.344646278101093,0.002337232483290409
93,64,10,6,0.609947288579267,3.903662646907309,0.0021846679221899762
93,64,11,6,0.6086925785933115,3.5414840936338123,0.0020568664335587987
93,64,12,6,0.6070225928857579,3.2374538287240417,0.0019417940440977822
93,64,13,6,0.6055142987595896,2.9809934708164416,0.001841532892333654
93,64,14,6,0.6037862843646783,2.7601658713813864,0.001756373432883209
93,64,15,6,0.6020669494565802,2.5688189843480758,0.0016874202662756012
93,64,16,6,0.6003172718253983,2.401269087301593,0.0016194463746609044
93,64,17,6,0.5983066618521014,2.2524486093255582,0.0015604776327301363
93,64,18,6,0.5962010987586114,2.119826128919507,0.0015078353826034321
93,64,19,6,0.5941947535995737,2.0014981173880377,0.0014563251847665322
93,64,20,6,0.5924551865135813,1.8958565968434604,0.0014069342881253772
93,64,21,6,0.5908486150797065,1.8006814935762485,0.0013582783649476037
93,64,22,6,0.5892922077414643,1.7143046043388053,0.0013136386346845508
93,64,23,6,0.5879863534497759,1.6361359400341589,0.0012714865028619047
93,64,24,6,0.5867827174115483,1.5647539130974621,0.001228570755890795
93,64,25,6,0.5856100783804622,1.4991618006539833,0.001187532362180069
93,64,26,6,0.5847052151552772,1.439274375766836,0.0011434106126161458
93,64,27,6,0.5843842727190964,1.385207164963784,0.0011035923376274473
93,64,28,6,0.5844288884000152,1.3358374592000348,0.0010612160164078142
93,64,29,6,0.5841986019632588,1.289265880194778,0.0010223036938469994
93,64,30,6,0.5843585576310515,1.2466315896129099,0.0009818845505307875
93,64,31,6,0.5854962937946234,1.2087665420276095,0.0009452615053625422
93,64,32,6,0.5865948178471994,1.1731896356943987,0.0009087983737590383
93,64,33,6,0.5880769960848868,1.1405129621040229,0.0008699264372532776
93,64,34,6,0.5899649326168598,1.1105222261023244,0.0008322062828071658
93,64,35,6,0.5922758808325636,1.0830187535224018,0.0007948599035437904
93,64,36,6,0.5949749061822104,1.0577331665461518,0.0007589307762335722
93,64,37,6,0.5979912990479308,1.0343633280829074,0.0007217140387233685
93,64,38,6,0.6015277430878727,1.013099356779575,0.0006862260396386453
93,64,39,6,0.6055437361622552,0.9937127978047267,0.0006499401460229209
93,64,40,6,0.6100930373979819,0.976148859836771,0.0006137514948964285
93,64,41,6,0.6154183466834057,0.9606530289692187,0.0005775235949361905
93,64,42,6,0.6213533792702826,0.9468241969832877,0.0005416875201974214
93,64,43,6,0.6277984721735277,0.9343977260257156,0.0005063268893014093
93,64,44,6,0.6348248443140188,0.9233815917294819,0.00047081573947932724
93,64,45,6,0.6426944826866423,0.914054375376558,0.0004355698105390972
93,64,46,6,0.6512579283109027,0.9060979872151689,0.0004015643780598085
93,64,47,6,0.6605806274808892,0.8995140459314235,0.0003673791422050698
93,64,48,6,0.6707866786016793,0.8943822381355724,0.0003340583796069007
93,64,49,6,0.6817901521943498,0.8905014232742527,0.00030151178367518857
93,64,50,6,0.6937028829946216,0.8879396902331157,0.000269722900588105
93,64,51,6,0.706684150700776,0.8868193263696013,0.00023872172948164675
93,64,52,6,0.7207127910947025,0.8870311275011724,0.00020855093994408266
93,64,53,6,0.7358910031528642,0.8886230981468547,0.00017968930223009815
93,64,54,6,0.7523481350312952,0.8916718637407942,0.00015187486426310103
93,64,55,6,0.7701524455850602,0.896177391226252,0.0001256590630451347
93,64,56,6,0.7894445792711074,0.9022223763098369,0.000100948335656432
93,64,57,6,0.8101838737163263,0.9096801389095592,7.786662989254004e-05
93,64,58,6,0.8329865016851157,0.9191575191008174,5.712513944561338e-05
93,64,59,6,0.8573878952141775,0.930047886334023,3.9116404784649494e-05
93,64,60,6,0.8840737004913486,0.9430119471907719,2.3764914890338965e-05
93,64,61,6,0.9133435392883091,0.9582620740074064,1.1767022072399765e-05
93,64,62,6,0.9453027595949086,0.975796397001196,3.869755751458249e-06
93,64,63,6,0.984375,1.0,0.0
100,8,1,66,0.12499999999999994,0.9999999999999996,2.3121494431218206e-19
100,8,2,66,0.550433330842969,2.201733323371876,0.0002842762827139233
100,8,3,66,0.5920126163807461,1.578700310348656,0.00021161407991985648
100,8,4,66,0.6210548327598102,1.2421096655196204,0.00016606852596882233
100,8,5,66,0.6518110779869305,1.042897724779089,0.00012717666248014548
100,8,6,66,0.7015753069633256,0.9354337426177673,8.652037753292318e-05
100,8,7,66,0.875,1.0,0.0
100,16,1,66,0.062499999999999986,0.9999999999999998,1.0835943261560081e-19
100,16,2,66,0.545898764872195,4.36719011897756,0.0006258296053946795
100,16,3,66,0.583345887367999,3.111178065962661,0.00046642866508435794
100,16,4,66,0.6038072726798632,2.415229090719453,0.0003825405748676785
100,16,5,66,0.6176218843782096,1.9763900300102708,0.0003236838000490237
100,16,6,66,0.6286621835456913,1.6764324894551765,0.00028033877928333994
100,16,7,66,0.6385611413366037,1.459568323055094,0.00024534633578229175
100,16,8,66,0.6486333178648266,1.2972666357296532,0.0002161875521763652
100,16,9,66,0.659669611694589,1.172745976345936,0.0001891833146239904
100,16,10,66,0.6728332792013927,1.0765332467222284,0.00016374275450489035
100,16,11,66,0.6896135516458259,1.0030742569393831,0.00013824079637513097
100,16,12,66,0.7126756537291671,0.9502342049722227,0.00011181965943985642
100,16,13,66,0.7469804038208998,0.9193604970103383,8.24383131214238e-05
100,16,14,66,0.8042625115466824,0.9191571560533511,4.873125675538162e-05
100,16,15,66,0.9375,1.0,0.0
100,32,1,66,0.031249999999999986,0.9999999999999996,4.982718378660597e-19
100,32,2,66,0.5441375716540386,8.706201146464618,0.0013018181433448969
100,32,3,66,0.5805496695068537,6.192529808073107,0.0009662979491461931
100,32,4,66,0.5992804677685912,4.79424374214873,0.000797715321907217
100,32,5,66,0.6107320775277377,3.908685296177522,0.0006835579123804285
100,32,6,66,0.6186635626191545,3.2995390006354905,0.0006030346304466145
100,32,7,66,0.624491898665977,2.8548201081873232,0.0005412479062474018
100,32,8,66,0.6292353515532281,2.5169414062129123,0.0004933433385096173
100,32,9,66,0.6331461480404601,2.251186304143858,0.00045207794816634275
100,32,10,66,0.6366079568691414,2.0371454619812526,0.00041716765712221745
100,32,11,66,0.6397768280752602,1.8611689544007568,0.00038625255654689615
100,32,12,66,0.642892001758874,1.714378671356997,0.0003596129632513691
100,32,13,66,0.646004841934665,1.5901657647622525,0.00033505766691877876
100,32,14,66,0.6494166783710231,1.484380979133767,0.00031378831084484624
100,32,15,66,0.6529412838774092,1.3929414056051397,0.00029382894619036634
100,32,16,66,0.6568436208123317,1.3136872416246634,0.0002751816128627965
100,32,17,66,0.6611521769546825,1.244521744855873,0.00025828988416918625
100,32,18,66,0.6659903158909706,1.1839827838061698,0.00024063892117189115
100,32,19,66,0.6714980214164705,1.130944036069845,0.00022426144354979383
100,32,20,66,0.6776884225152129,1.0843014760243408,0.00020730515508893195
100,32,21,66,0.6849731863239538,1.043768664874596,0.00019062813241601867
100,32,22,66,0.6934166671308499,1.0086060612812362,0.00017339124023153218
100,32,23,66,0.7034332346167371,0.9786897177276342,0.00015673011290643762
100,32,24,66,0.7152999381922448,0.953733250922993,0.0001393063940122785
100,32,25,66,0.7296585199517303,0.9339629055382148,0.00012182538058726145
100,32,26,66,0.7471603640844995,0.9195819865655379,0.00010293125973846581
100,32,27,66,0.768957366860284,0.9113568792418181,8.304417253567539e-05
100,32,28,66,0.7967533192670281,0.9105752220194605,6.19437657810293e-05
100,32,29,66,0.8332944355539008,0.9194973081974078,4.0232636306668086e-05
100,32,30,66,0.8838646710246548,0.9427889824262985,1.9425771983802263e-05
100,32,31,66,0.96875,1.0,0.0
100,64,1,66,0.015625,1.0,0.0
100,64,2,66,0.543350507248252,17.387216231944063,0.0026504754794018934
100,64,3,66,0.5793835167336983,12.360181690318896,0.001962249753057165
100,64,4,66,0.5975115803772713,9.56018528603634,0.001622574397088893
100,64,5,66,0.6082155660056601,7.78515924487245,0.0013952931099737334
100,64,6,66,0.6152684637192553,6.562863613005388,0.0012368638502848214
100,64,7,66,0.620082763357013,5.66932812212126,0.0011167018362130074
100,64,8,66,0.6236763791697,4.9894110333576,0.001024867120271762
100,64,9,66,0.6262777820274006,4.453530894417071,0.0009465769963098112
100,64,10,66,0.6282558041606766,4.02083714662833,0.0008813726872875423
100,64,11,66,0.6297422072126663,3.6639546601464223,0.0008244396248011329
100,64,12,66,0.6309535485660387,3.3650855923522056,0.0007765333917522106
100,64,13,66,0.6319041959844707,3.1109129648466247,0.0007331505527890187
100,64,14,66,0.6328798409081723,2.8931649870087877,0.0006969315538904823
100,64,15,66,0.6336122676027948,2.7034123417719242,0.000663917623825124
100,64,16,66,0.6343349204465945,2.537339681786378,0.0006341449760953294
100,64,17,66,0.6350046506456734,2.3906057436072405,0.0006088935158632233
100,64,18,66,0.6356561999403079,2.2601109331210947,0.0005825202065057244
100,64,19,66,0.6363417879464707,2.1434670751881115,0.000559887596768249
100,64,20,66,0.6368825420952205,2.038024134704706,0.00053695558996121
100,64,21,66,0.6376257171709322,1.9432402809018885,0.0005156830457175108
100,64,22,66,0.6383434703623652,1.8569991865086986,0.0004944256834953036
100,64,23,66,0.6392412814427759,1.7787583483625067,0.0004764491161122049
100,64,24,66,0.6401021212538743,1.7069389900103313,0.0004587665029930614
100,64,25,66,0.6411524456245203,1.6413502607987722,0.000443858716349681
100,64,26,66,0.6422484480577523,1.5809192567575443,0.0004279232132833718
100,64,27,66,0.6433647342692146,1.525012703452953,0.00041287163125927287
100,64,28,66,0.6446082817742415,1.4733903583411234,0.00039721200943772955
100,64,29,66,0.6459409374776288,1.4255248275368357,0.00038116561802945806
100,64,30,66,0.647483951504158,1.3812990965422038,0.0003682219958554317
100,64,31,66,0.6491946031682946,1.3402727291216405,0.00035621845431016636
100,64,32,66,0.6508895175860966,1.3017790351721932,0.0003427461882734532
100,64,33,66,0.6528032123482098,1.266042593645013,0.0003291681970499397
100,64,34,66,0.6549890988044589,1.2329206565730992,0.0003176218914771818
100,64,35,66,0.6572904759694199,1.2019025846297964,0.0003045206460350114
100,64,36,66,0.6597131896192464,1.1728234482119937,0.0002922353550993554
100,64,37,66,0.662298978183457,1.1455982325335472,0.00027938887855353563
100,64,38,66,0.6651999950211173,1.1203368337197763,0.00026781710501625275
100,64,39,66,0.6683596410252719,1.0967953083491642,0.00025640080137145595
100,64,40,66,0.6717314931857367,1.0747703890971787,0.00024336953678153904
100,64,41,66,0.6753345107055779,1.0541806996379752,0.00023101992751539845
100,64,42,66,0.6792838628264284,1.0350992195450337,0.0002183979434994036
100,64,43,66,0.6835311920481681,1.017348750955413,0.0002062887693471674
100,64,44,66,0.6882115040381964,1.0010349149646494,0.0001952535936945298
100,64,45,66,0.6932881954537431,0.9860098779786569,0.00018416525233450024
100,64,46,66,0.6988516815512335,0.972315383027803,0.00017454506328378055
100,64,47,66,0.7048335107457211,0.9597732912282159,0.0001631537457471974
100,64,48,66,0.7114400192545652,0.9485866923394203,0.00015375352667264155
100,64,49,66,0.7184896239516739,0.9384354272021863,0.00014170160488738854
100,64,50,66,0.72630822832425,0.92967453225504,0.00013044006360425267
100,64,51,66,0.7349053826830073,0.9222342057198524,0.00011967616016665623
100,64,52,66,0.7443048355567833,0.916067489916041,0.00010779544718018979
100,64,53,66,0.7547327469665265,0.9113753925633526,9.709394378955752e-05
100,64,54,66,0.7663299261055121,0.9082428753843106,8.587264063650421e-05
100,64,55,66,0.7792100020100606,0.9067170932480705,7.461475324026503e-05
100,64,56,66,0.7937067762358032,0.9070934585552035,6.369738065116618e-05
100,64,57,66,0.809964946241575,0.9094343256045754,5.287615383377119e-05
100,64,58,66,0.8285209551414013,0.9142300194663738,4.199680313390082e-05
100,64,59,66,0.849554464625799,0.921550605695782,3.111719538693072e-05
100,64,60,66,0.8739200496902768,0.9321813863362952,2.10064793385671e-05
100,64,61,66,0.9024983920073694,0.946883558827404,1.1781898791838974e-05
100,64,62,66,0.9365452514688598,0.9667563886130166,4.692209831471187e-06
100,64,63,66,0.984375,1.0,0.0
