profile,model,budget,strategy,time_seconds,useful_eflop,wasted_eflop,accepted_rollouts,extra_rollouts
gpqa_diamond__domain_biology__model=qwen2_5_7b,qwen2_5_7b,32,hbn-async,4.030211834,0.003492382693209088,0.0,608,0
gpqa_diamond__domain_biology__model=qwen2_5_7b,qwen2_5_7b,64,uniform,7.14608851,0.007096407468408832,0,1216,0
gpqa_diamond__domain_biology__model=qwen2_5_7b,qwen2_5_7b,64,hbn-sync,7.104413523,0.006994888093871104,0.0,1216,0
gpqa_diamond__domain_biology__model=qwen2_5_7b,qwen2_5_7b,64,hbn-async,6.782897619,0.006994888093871104,0.0,1216,0
gpqa_diamond__domain_biology__model=qwen3_5_27b,qwen3_5_27b,8,uniform,427.491457218,0.06850241444203008,0,152,0
gpqa_diamond__domain_biology__model=qwen3_5_27b,qwen3_5_27b,8,hbn-sync,770.600007836,0.06986909310604697,0.0,152,0
gpqa_diamond__domain_biology__model=qwen3_5_27b,qwen3_5_27b,8,hbn-async,757.468022909,0.07190000379376538,0.011654223648141311,152,30
gpqa_diamond__domain_biology__model=qwen3_5_27b,qwen3_5_27b,16,uniform,642.083880237,0.13710749715147366,0,304,0
gpqa_diamond__domain_biology__model=qwen3_5_27b,qwen3_5_27b,16,hbn-sync,904.519182965,0.14397970885150413,0.0,304,0
gpqa_diamond__domain_biology__model=qwen3_5_27b,qwen3_5_27b,16,hbn-async,878.634781746,0.14609109953797325,0.03752246542806528,304,94
gpqa_diamond__domain_biology__model=qwen3_5_27b,qwen3_5_27b,32,uniform,993.243836446,0.27093231239300913,0,608,0
gpqa_diamond__domain_biology__model=qwen3_5_27b,qwen3_5_27b,32,hbn-sync,1305.929208078,0.2941131609461545,0.0,608,0
gpqa_diamond__domain_biology__model=qwen3_5_27b,qwen3_5_27b,32,hbn-async,1148.576665739,0.29072868915146755,0.007172656833820672,608,36
gpqa_diamond__domain_biology__model=qwen3_5_27b,qwen3_5_27b,64,uniform,1767.48246047,0.5449724488770376,0,1216,0
gpqa_diamond__domain_biology__model=qwen3_5_27b,qwen3_5_27b,64,hbn-sync,2216.035538532,0.6049281470337751,0.0,1216,0
gpqa_diamond__domain_biology__model=qwen3_5_27b,qwen3_5_27b,64,hbn-async,1978.748789977,0.6037830114906296,0.0,1216,0
gpqa_diamond__domain_biology__model=qwen3_5_4b,qwen3_5_4b,8,uniform,139.029870447,0.0115030280667648,0,152,0
gpqa_diamond__domain_biology__model=qwen3_5_4b,qwen3_5_4b,8,hbn-sync,217.165958398,0.011800959115425792,0.0,152,0
gpqa_diamond__domain_biology__model=qwen3_5_4b,qwen3_5_4b,8,hbn-async,171.134660026,0.011716369586110465,0.001771859362914304,152,27
gpqa_diamond__domain_biology__model=qwen3_5_4b,qwen3_5_4b,16,uniform,211.303581957,0.022688118584461313,0,304,0
gpqa_diamond__domain_biology__model=qwen3_5_4b,qwen3_5_4b,16,hbn-sync,274.249646157,0.024169576286468097,0.0,304,0
gpqa_diamond__domain_biology__model=qwen3_5_4b,qwen3_5_4b,16,hbn-async,271.042602617,0.024729961079775233,0.004308544550828032,304,63
gpqa_diamond__domain_biology__model=qwen3_5_4b,qwen3_5_4b,32,uniform,369.049500388,0.04529293128133427,0,608,0
gpqa_diamond__domain_biology__model=qwen3_5_4b,qwen3_5_4b,32,hbn-sync,443.535044791,0.04963073923588915,0.0,608,0
gpqa_diamond__domain_biology__model=qwen3_5_4b,qwen3_5_4b,32,hbn-async,372.863525653,0.04890225240658534,0.000682390953893888,608,12
gpqa_diamond__domain_biology__model=qwen3_5_4b,qwen3_5_4b,64,uniform,627.549012665,0.09143882800489267,0,1216,0
gpqa_diamond__domain_biology__model=qwen3_5_4b,qwen3_5_4b,64,hbn-sync,757.153484945,0.10286856064830055,0.0,1216,0
gpqa_diamond__domain_biology__model=qwen3_5_4b,qwen3_5_4b,64,hbn-async,701.09172843,0.1017874049292288,0.0,1216,0
gpqa_diamond__domain_biology__model=qwen3_5_9b,qwen3_5_9b,8,uniform,162.398420897,0.01922260436416205,0,152,0
gpqa_diamond__domain_biology__model=qwen3_5_9b,qwen3_5_9b,8,hbn-sync,301.099887157,0.02095976201305088,0.0,152,0
gpqa_diamond__domain_biology__model=qwen3_5_9b,qwen3_5_9b,8,hbn-async,234.530522739,0.020715860228452353,0.002904770161753088,152,25
gpqa_diamond__domain_biology__model=qwen3_5_9b,qwen3_5_9b,16,uniform,254.497979536,0.03950280001493094,0,304,0
gpqa_diamond__domain_biology__model=qwen3_5_9b,qwen3_5_9b,16,hbn-sync,353.646707333,0.04246470491734733,0.0,304,0
gpqa_diamond__domain_biology__model=qwen3_5_9b,qwen3_5_9b,16,hbn-async,359.722321384,0.042736357049038845,0.009458445451011072,304,81
gpqa_diamond__domain_biology__model=qwen3_5_9b,qwen3_5_9b,32,uniform,377.575805585,0.0783108541763369,0,608,0
gpqa_diamond__domain_biology__model=qwen3_5_9b,qwen3_5_9b,32,hbn-sync,519.229114852,0.08707508002530918,0.0,608,0
gpqa_diamond__domain_biology__model=qwen3_5_9b,qwen3_5_9b,32,hbn-async,418.359609589,0.08725979280255693,0.001127736034958336,608,20
gpqa_diamond__domain_biology__model=qwen3_5_9b,qwen3_5_9b,64,uniform,671.838289296,0.15794761452758835,0,1216,0
gpqa_diamond__domain_biology__model=qwen3_5_9b,qwen3_5_9b,64,hbn-sync,881.8338493,0.17929344693154406,0.0,1216,0
gpqa_diamond__domain_biology__model=qwen3_5_9b,qwen3_5_9b,64,hbn-async,764.026181417,0.17816078026771456,0.0,1216,0
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,qwen2_5_32b,8,uniform,37.113188057,0.015647310132535296,0,744,0
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,qwen2_5_32b,8,hbn-sync,57.112849892,0.01579783783215104,0.0,744,0
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,qwen2_5_32b,8,hbn-async,53.04832409,0.01574568509103104,0.000433814594555904,744,15
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,qwen2_5_32b,16,uniform,413.572932645,0.032576281496244225,0,1488,0
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,qwen2_5_32b,16,hbn-sync,784.367644991,0.033637972130430974,0.0,1488,0
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,qwen2_5_32b,16,hbn-async,77.333619322,0.03127991888001843,0.001777111819741184,1488,44
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,qwen2_5_32b,32,uniform,84.198693774,0.06320762564218266,0,2976,0
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,qwen2_5_32b,32,hbn-sync,112.152676875,0.06384552549739315,0.0,2976,0
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,qwen2_5_32b,32,hbn-async,139.747853219,0.06432863117534618,0.0027381320813383682,2976,67
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,qwen2_5_32b,64,uniform,154.223126803,0.1265181912039342,0,5952,0
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,qwen2_5_32b,64,hbn-sync,522.878340062,0.12974621246011186,0.0,5952,0
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,qwen2_5_32b,64,hbn-async,492.211700666,0.13045969343786598,0.0,5952,0
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,qwen2_5_3b,8,uniform,5.818185546,0.00118218259197952,0,744,0
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,qwen2_5_3b,8,hbn-sync,9.04276609,0.001187150241251328,0.0,744,0
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,qwen2_5_3b,8,hbn-async,4.736315354,0.001186550540034048,4.46988292096e-06,744,3
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,qwen2_5_3b,16,uniform,5.321435294,0.00235436380196864,0,1488,0
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,qwen2_5_3b,16,hbn-sync,11.133731372,0.002332808387526656,0.0,1488,0
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,qwen2_5_3b,16,hbn-async,5.822342828,0.002317966005813248,2.0941151813632e-05,1488,14
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,qwen2_5_3b,32,uniform,8.922325714,0.0046967539433472,0,2976,0
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,qwen2_5_3b,32,hbn-sync,14.781729903,0.004813960723922944,0.0,2976,0
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,qwen2_5_3b,32,hbn-async,12.385445644,0.004791388806053888,1.718789505024e-06,2976,2
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,qwen2_5_3b,64,uniform,25.70148592,0.009431835432681472,0,5952,0
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,qwen2_5_3b,64,hbn-sync,24.96075181,0.009567744285376512,0.0,5952,0
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,qwen2_5_3b,64,hbn-async,22.702632389,0.009582432101883904,0.0,5952,0
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,qwen2_5_7b,8,uniform,2.768070833,0.002736126264639488,0,744,0
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,qwen2_5_7b,8,hbn-sync,4.556987347,0.00272130889845248,0.0,744,0
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,qwen2_5_7b,8,hbn-async,2.864051752,0.00272130889845248,0.0,744,0
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,qwen2_5_7b,16,uniform,5.306058616,0.005472252529278976,0,1488,0
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,qwen2_5_7b,16,hbn-sync,5.514553468,0.005417343068060672,0.0,1488,0
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,qwen2_5_7b,16,hbn-async,5.228384326,0.005417343068060672,0.0,1488,0
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,qwen2_5_7b,32,uniform,10.494965175,0.010944519318612992,0,2976,0
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,qwen2_5_7b,32,hbn-sync,10.590731806,0.010773448511874048,0.0,2976,0
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,qwen2_5_7b,32,hbn-async,10.348419825,0.010773448511874048,0.0,2976,0
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,qwen2_5_7b,64,uniform,22.84364597,0.021889109937501185,0,5952,0
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,qwen2_5_7b,64,hbn-sync,22.075646763,0.021420083161659394,0.0,5952,0
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,qwen2_5_7b,64,hbn-async,23.850835164,0.021420097421714433,0.0,5952,0
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,qwen3_5_27b,8,uniform,1579.470624955,0.45212457352487834,0,744,0
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,qwen3_5_27b,8,hbn-sync,1816.385429168,0.473847726115328,0.0,744,0
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,qwen3_5_27b,8,hbn-async,1603.348607572,0.46603062141554685,0.00025035009463808,744,5
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,qwen3_5_27b,16,uniform,2955.838139797,0.9137067630823372,0,1488,0
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,qwen3_5_27b,16,hbn-sync,3323.25677405,0.9563504364281692,0.0,1488,0
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,qwen3_5_27b,16,hbn-async,3117.932660469,0.9548933080107581,0.0,1488,0
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,qwen3_5_27b,32,uniform,5778.131311084,1.8239012680919389,0,2976,0
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,qwen3_5_27b,32,hbn-sync,6334.524363673,1.921584127307611,0.0,2976,0
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,qwen3_5_27b,32,hbn-async,6163.22233268,1.9300465727689278,0.0,2976,0
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,qwen3_5_27b,64,uniform,11309.92818535,3.6413286125458177,0,5952,0
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,qwen3_5_27b,64,hbn-sync,12538.897287049,3.888239039586824,0.0,5952,0
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,qwen3_5_27b,64,hbn-async,12310.198066892,3.886332888101945,0.0,5952,0
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,qwen3_5_4b,8,uniform,528.831714644,0.07312523038214554,0,744,0
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,qwen3_5_4b,8,hbn-sync,633.445852671,0.07429508086360474,0.0,744,0
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,qwen3_5_4b,8,hbn-async,550.163506682,0.07471244135085056,7.5047120320512e-05,744,5
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,qwen3_5_4b,16,uniform,996.043940789,0.14541262459144397,0,1488,0
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,qwen3_5_4b,16,hbn-sync,1109.890006659,0.14988619688002766,0.0,1488,0
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,qwen3_5_4b,16,hbn-async,1020.887597287,0.149233205395669,0.0,1488,0
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,qwen3_5_4b,32,uniform,1868.188117372,0.28766966475492145,0,2976,0
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,qwen3_5_4b,32,hbn-sync,2055.795297026,0.30165833614368565,0.0,2976,0
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,qwen3_5_4b,32,hbn-async,1962.541343606,0.29822784907058586,0.0,2976,0
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,qwen3_5_4b,64,uniform,3706.660835411,0.5784190996611134,0,5952,0
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,qwen3_5_4b,64,hbn-sync,4018.004556152,0.6081378983625748,0.0,5952,0
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,qwen3_5_4b,64,hbn-async,3960.625846252,0.6075150341837087,0.0,5952,0
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,qwen3_5_9b,8,uniform,621.307728127,0.13196212392034817,0,744,0
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,qwen3_5_9b,8,hbn-sync,713.300779392,0.1324632167887145,0.0,744,0
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,qwen3_5_9b,8,hbn-async,631.661103561,0.13195426081918055,0.000192628640123904,744,6
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,qwen3_5_9b,16,uniform,1127.055166252,0.2585422537262602,0,1488,0
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,qwen3_5_9b,16,hbn-sync,1254.353894255,0.26770239716160615,0.0,1488,0
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,qwen3_5_9b,16,hbn-async,1183.026478171,0.26967424560425984,0.0,1488,0
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,qwen3_5_9b,32,uniform,2150.878364641,0.5176602640769086,0,2976,0
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,qwen3_5_9b,32,hbn-sync,2375.776400894,0.5440758768255304,0.0,2976,0
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,qwen3_5_9b,32,hbn-async,2302.321566455,0.5458768935315271,0.0,2976,0
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,qwen3_5_9b,64,uniform,4198.540990696,1.0338188609706076,0,5952,0
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,qwen3_5_9b,64,hbn-sync,4581.56236711,1.0902175649991444,0.0,5952,0
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,qwen3_5_9b,64,hbn-async,4516.599101301,1.0936339844808736,0.0,5952,0
gpqa_diamond__domain_physics__model=qwen2_5_32b,qwen2_5_32b,8,uniform,52.845483473,0.023845646422679553,0,688,0
gpqa_diamond__domain_physics__model=qwen2_5_32b,qwen2_5_32b,8,hbn-sync,79.088556966,0.02467748497598464,0.0,688,0
gpqa_diamond__domain_physics__model=qwen2_5_32b,qwen2_5_32b,8,hbn-async,75.705142127,0.024754489504509952,0.0020130755464417283,688,43
gpqa_diamond__domain_physics__model=qwen2_5_32b,qwen2_5_32b,16,uniform,86.538420651,0.04799349664437248,0,1376,0
gpqa_diamond__domain_physics__model=qwen2_5_32b,qwen2_5_32b,16,hbn-sync,111.574246194,0.05027741897406259,0.0,1376,0
gpqa_diamond__domain_physics__model=qwen2_5_32b,qwen2_5_32b,16,hbn-async,90.336506027,0.05072181829741773,0.0,1376,0
gpqa_diamond__domain_physics__model=qwen2_5_32b,qwen2_5_32b,32,uniform,162.702374853,0.09764604461836084,0,2752,0
gpqa_diamond__domain_physics__model=qwen2_5_32b,qwen2_5_32b,32,hbn-sync,231.554007263,0.10488466908145665,0.0,2752,0
gpqa_diamond__domain_physics__model=qwen2_5_32b,qwen2_5_32b,32,hbn-async,169.649873443,0.10419611833534669,0.0,2752,0
gpqa_diamond__domain_physics__model=qwen2_5_32b,qwen2_5_32b,64,uniform,580.483705708,0.19626960786255462,0,5504,0
gpqa_diamond__domain_physics__model=qwen2_5_32b,qwen2_5_32b,64,hbn-sync,762.859826219,0.22205209029926093,0.0,5504,0
gpqa_diamond__domain_physics__model=qwen2_5_32b,qwen2_5_32b,64,hbn-async,673.244497709,0.21525940008322253,0.0,5504,0
gpqa_diamond__domain_physics__model=qwen2_5_3b,qwen2_5_3b,8,uniform,5.933475127,0.001017606360293376,0,688,0
gpqa_diamond__domain_physics__model=qwen2_5_3b,qwen2_5_3b,8,hbn-sync,9.817269666,0.00105488229216256,0.0,688,0
gpqa_diamond__domain_physics__model=qwen2_5_3b,qwen2_5_3b,8,hbn-async,6.851055857,0.00105697237762048,2.6305119322112e-05,688,19
gpqa_diamond__domain_physics__model=qwen2_5_3b,qwen2_5_3b,16,uniform,6.877370804,0.002020724970143744,0,1376,0
gpqa_diamond__domain_physics__model=qwen2_5_3b,qwen2_5_3b,16,hbn-sync,11.19018301,0.00216976000008192,0.0,1376,0
gpqa_diamond__domain_physics__model=qwen2_5_3b,qwen2_5_3b,16,hbn-async,66.635503495,0.002307914017406976,6.1404103196672e-05,1376,41
gpqa_diamond__domain_physics__model=qwen2_5_3b,qwen2_5_3b,32,uniform,10.314700128,0.004034864328015872,0,2752,0
gpqa_diamond__domain_physics__model=qwen2_5_3b,qwen2_5_3b,32,hbn-sync,71.691750798,0.004796261172985856,0.0,2752,0
gpqa_diamond__domain_physics__model=qwen2_5_3b,qwen2_5_3b,32,hbn-async,68.782221966,0.004501009461936128,0.00017551534084096,2752,111
gpqa_diamond__domain_physics__model=qwen2_5_3b,qwen2_5_3b,64,uniform,78.719213585,0.008361750309339135,0,5504,0
gpqa_diamond__domain_physics__model=qwen2_5_3b,qwen2_5_3b,64,hbn-sync,85.358344094,0.009318375739916288,0.0,5504,0
gpqa_diamond__domain_physics__model=qwen2_5_3b,qwen2_5_3b,64,hbn-async,77.744524771,0.009034803318341632,1.206858481664e-06,5504,1
gpqa_diamond__domain_physics__model=qwen2_5_7b,qwen2_5_7b,8,uniform,2.210138681,0.002201973709135872,0,688,0
gpqa_diamond__domain_physics__model=qwen2_5_7b,qwen2_5_7b,8,hbn-sync,2.472748978,0.002210344636437504,0.0,688,0
gpqa_diamond__domain_physics__model=qwen2_5_7b,qwen2_5_7b,8,hbn-async,2.259344684,0.002210344636437504,0.0,688,0
gpqa_diamond__domain_physics__model=qwen2_5_7b,qwen2_5_7b,16,uniform,4.317131198,0.004404004309970944,0,1376,0
gpqa_diamond__domain_physics__model=qwen2_5_7b,qwen2_5_7b,16,hbn-sync,4.519601326,0.00438538532981248,0.0,1376,0
gpqa_diamond__domain_physics__model=qwen2_5_7b,qwen2_5_7b,16,hbn-async,4.271997289,0.00438538532981248,0.0,1376,0
gpqa_diamond__domain_physics__model=qwen2_5_7b,qwen2_5_7b,32,uniform,8.501573271,0.008808236186738688,0,2752,0
gpqa_diamond__domain_physics__model=qwen2_5_7b,qwen2_5_7b,32,hbn-sync,8.976924276,0.0088773574335488,0.0,2752,0
gpqa_diamond__domain_physics__model=qwen2_5_7b,qwen2_5_7b,32,hbn-async,8.709175397,0.0088773574335488,0.0,2752,0
gpqa_diamond__domain_physics__model=qwen2_5_7b,qwen2_5_7b,64,uniform,18.992210301,0.017615960348184575,0,5504,0
gpqa_diamond__domain_physics__model=qwen2_5_7b,qwen2_5_7b,64,hbn-sync,18.480122059,0.017805017175737344,0.0,5504,0
gpqa_diamond__domain_physics__model=qwen2_5_7b,qwen2_5_7b,64,hbn-async,19.574773375,0.017805017175737344,0.0,5504,0
gpqa_diamond__domain_physics__model=qwen3_5_27b,qwen3_5_27b,8,uniform,1082.302914897,0.3211892958257848,0,688,0
gpqa_diamond__domain_physics__model=qwen3_5_27b,qwen3_5_27b,8,hbn-sync,1422.788602094,0.3277744488725371,0.0,688,0
gpqa_diamond__domain_physics__model=qwen3_5_27b,qwen3_5_27b,8,hbn-async,1120.5894169,0.3307080885821491,0.00108242696359424,688,6
gpqa_diamond__domain_physics__model=qwen3_5_27b,qwen3_5_27b,16,uniform,2006.352063901,0.6382415973393459,0,1376,0
gpqa_diamond__domain_physics__model=qwen3_5_27b,qwen3_5_27b,16,hbn-sync,2299.65805148,0.6770588038290432,0.0,1376,0
gpqa_diamond__domain_physics__model=qwen3_5_27b,qwen3_5_27b,16,hbn-async,2105.897157388,0.6734384676199762,0.0,1376,0
gpqa_diamond__domain_physics__model=qwen3_5_27b,qwen3_5_27b,32,uniform,3807.134181244,1.2913304735560192,0,2752,0
gpqa_diamond__domain_physics__model=qwen3_5_27b,qwen3_5_27b,32,hbn-sync,4364.309889012,1.3806094353519054,0.0,2752,0
gpqa_diamond__domain_physics__model=qwen3_5_27b,qwen3_5_27b,32,hbn-async,4104.19308693,1.3745799583744645,0.0,2752,0
gpqa_diamond__domain_physics__model=qwen3_5_27b,qwen3_5_27b,64,uniform,7354.915906558,2.571470658455221,0,5504,0
gpqa_diamond__domain_physics__model=qwen3_5_27b,qwen3_5_27b,64,hbn-sync,8436.760563727,2.8070602591560623,0.0,5504,0
gpqa_diamond__domain_physics__model=qwen3_5_27b,qwen3_5_27b,64,hbn-async,8271.05428191,2.8135860788906863,0.0,5504,0
gpqa_diamond__domain_physics__model=qwen3_5_4b,qwen3_5_4b,8,uniform,339.078997979,0.048897168949567485,0,688,0
gpqa_diamond__domain_physics__model=qwen3_5_4b,qwen3_5_4b,8,hbn-sync,431.936587104,0.05114537166723072,0.0,688,0
gpqa_diamond__domain_physics__model=qwen3_5_4b,qwen3_5_4b,8,hbn-async,357.118435856,0.05126331137464115,0.000205576018884608,688,3
gpqa_diamond__domain_physics__model=qwen3_5_4b,qwen3_5_4b,16,uniform,629.773144442,0.0978034845165527,0,1376,0
gpqa_diamond__domain_physics__model=qwen3_5_4b,qwen3_5_4b,16,hbn-sync,750.380155294,0.10529120278733005,0.0,1376,0
gpqa_diamond__domain_physics__model=qwen3_5_4b,qwen3_5_4b,16,hbn-async,685.175752358,0.10517698174376551,0.0,1376,0
gpqa_diamond__domain_physics__model=qwen3_5_4b,qwen3_5_4b,32,uniform,1194.899310494,0.19611932885367603,0,2752,0
gpqa_diamond__domain_physics__model=qwen3_5_4b,qwen3_5_4b,32,hbn-sync,1396.717131923,0.21647202087457998,0.0,2752,0
gpqa_diamond__domain_physics__model=qwen3_5_4b,qwen3_5_4b,32,hbn-async,1350.426207247,0.21647511850063667,0.0,2752,0
gpqa_diamond__domain_physics__model=qwen3_5_4b,qwen3_5_4b,64,uniform,2292.608374047,0.391436575465898,0,5504,0
gpqa_diamond__domain_physics__model=qwen3_5_4b,qwen3_5_4b,64,hbn-sync,2747.92568409,0.44129179766352283,0.0,5504,0
gpqa_diamond__domain_physics__model=qwen3_5_4b,qwen3_5_4b,64,hbn-async,2684.412002668,0.440927621788885,0.0,5504,0
gpqa_diamond__domain_physics__model=qwen3_5_9b,qwen3_5_9b,8,uniform,396.900418511,0.08640070273436468,0,688,0
gpqa_diamond__domain_physics__model=qwen3_5_9b,qwen3_5_9b,8,hbn-sync,504.050632843,0.09146567387018649,0.0,688,0
gpqa_diamond__domain_physics__model=qwen3_5_9b,qwen3_5_9b,8,hbn-async,431.691573075,0.0908163603003822,0.0018671115212912641,688,18
gpqa_diamond__domain_physics__model=qwen3_5_9b,qwen3_5_9b,16,uniform,680.718976892,0.1722028909071483,0,1376,0
gpqa_diamond__domain_physics__model=qwen3_5_9b,qwen3_5_9b,16,hbn-sync,814.745000411,0.18396172068584754,0.0,1376,0
gpqa_diamond__domain_physics__model=qwen3_5_9b,qwen3_5_9b,16,hbn-async,738.002117875,0.1824719704663542,0.0,1376,0
gpqa_diamond__domain_physics__model=qwen3_5_9b,qwen3_5_9b,32,uniform,1322.740938378,0.3474086112977469,0,2752,0
gpqa_diamond__domain_physics__model=qwen3_5_9b,qwen3_5_9b,32,hbn-sync,1504.103969934,0.37714249591666277,0.0,2752,0
gpqa_diamond__domain_physics__model=qwen3_5_9b,qwen3_5_9b,32,hbn-async,1477.073107228,0.37923633415709185,0.0,2752,0
gpqa_diamond__domain_physics__model=qwen3_5_9b,qwen3_5_9b,64,uniform,2492.591951545,0.6909256183728762,0,5504,0
gpqa_diamond__domain_physics__model=qwen3_5_9b,qwen3_5_9b,64,hbn-sync,3069.940443282,0.7901048151301263,0.0,5504,0
gpqa_diamond__domain_physics__model=qwen3_5_9b,qwen3_5_9b,64,hbn-async,2986.568485745,0.787725791428953,0.0,5504,0
hle__text_only_sample100__model=qwen2_5_32b,qwen2_5_32b,8,uniform,72.962897343,0.031558245683828735,0,800,0
hle__text_only_sample100__model=qwen2_5_32b,qwen2_5_32b,8,hbn-sync,441.78050549,0.033201944896751615,0.0,800,0
hle__text_only_sample100__model=qwen2_5_32b,qwen2_5_32b,8,hbn-async,85.690355891,0.032119566824013825,0.001062539442624512,800,21
hle__text_only_sample100__model=qwen2_5_32b,qwen2_5_32b,16,uniform,428.44118102,0.06361768017927782,0,1600,0
hle__text_only_sample100__model=qwen2_5_32b,qwen2_5_32b,16,hbn-sync,829.502249708,0.06795631755266662,0.0,1600,0
hle__text_only_sample100__model=qwen2_5_32b,qwen2_5_32b,16,hbn-async,435.478748103,0.06659490600987443,0.000116899648053248,1600,2
hle__text_only_sample100__model=qwen2_5_32b,qwen2_5_32b,32,uniform,513.915272256,0.1284363738382172,0,3200,0
hle__text_only_sample100__model=qwen2_5_32b,qwen2_5_32b,32,hbn-sync,528.47716637,0.13152188321273242,0.0,3200,0
hle__text_only_sample100__model=qwen2_5_32b,qwen2_5_32b,32,hbn-async,576.460983115,0.1349146784902226,0.0,3200,0
hle__text_only_sample100__model=qwen2_5_32b,qwen2_5_32b,64,uniform,686.137604667,0.25331725670912203,0,6400,0
hle__text_only_sample100__model=qwen2_5_32b,qwen2_5_32b,64,hbn-sync,1085.900792758,0.2680281822007112,0.0,6400,0
hle__text_only_sample100__model=qwen2_5_32b,qwen2_5_32b,64,hbn-async,765.940819814,0.2704465461909586,0.000455755479175168,6400,6
hle__text_only_sample100__model=qwen2_5_3b,qwen2_5_3b,8,uniform,75.064588474,0.004410253115088896,0,800,0
hle__text_only_sample100__model=qwen2_5_3b,qwen2_5_3b,8,hbn-sync,141.383604235,0.004200188639920128,0.0,800,0
hle__text_only_sample100__model=qwen2_5_3b,qwen2_5_3b,8,hbn-async,75.566794685,0.004256417096835072,0.000142043639701504,800,18
hle__text_only_sample100__model=qwen2_5_3b,qwen2_5_3b,16,uniform,85.20910222,0.008291429607686144,0,1600,0
hle__text_only_sample100__model=qwen2_5_3b,qwen2_5_3b,16,hbn-sync,145.887575024,0.008661936152723456,0.0,1600,0
