profile,model,reference_budget,budget,n_tasks,hbn_variance_ratio,continuous_equivalent_budget,uniform_over_hbn_variance_ratio,replay_sha256,protocol_version,target_fingerprint
gpqa_diamond__domain_biology__model=qwen3_5_4b,qwen3_5_4b,64,81,19,0.789552028702913,81.05862270424419,1.0007237370894344,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,fa8ea3c695f2710c28b896798fdca9fe4000221231906e32567513f72fad4306
gpqa_diamond__domain_biology__model=qwen3_5_9b,qwen3_5_9b,8,8,19,0.930651013326993,8.596133121266075,1.0745166401582593,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,ace3a4d8e7ff3891d9a773b23173f512924e9c008caff62a314e19a5532da08c
gpqa_diamond__domain_biology__model=qwen3_5_9b,qwen3_5_9b,16,18,19,0.8838542514524912,18.102532146794825,1.0056962303774903,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,b8f6b8231a8ac21138dc8267843b413b73cf184aecc9a7f7cd5afd4f3b2b78cb
gpqa_diamond__domain_biology__model=qwen3_5_9b,qwen3_5_9b,32,38,19,0.8381106986178275,38.18111384662299,1.0047661538584998,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,a49daca31078c5086f2be662272e5f335e0e295dfae0492b0f5c60109415c9ac
gpqa_diamond__domain_biology__model=qwen3_5_9b,qwen3_5_9b,64,80,19,0.7927760629613283,80.72897630250716,1.0091122037813396,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,3af62708c0a136579bd4075880b6eda296636c90095f4a0c3b77061e6e5f89fa
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,qwen2_5_32b,8,9,93,0.8525294831008616,9.38383968951081,1.04264885439009,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,ed550285be84871bc64d6d597a3f932d53cade39f24cb034796c320b05c3f35b
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,qwen2_5_32b,16,20,93,0.7664504613082241,20.87545224082745,1.0437726120413726,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,fff29703ec26a590a5df452da1fb7529ffe468239502a007ade6a3be487bc7e1
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,qwen2_5_32b,32,46,93,0.6845590984334312,46.74541624416345,1.016204700960075,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,b450a109dd4064dd7402bc33d3b4aaa820d1e1e4f8b503b10866f3893bc35fe8
gpqa_diamond__domain_chemistry__model=qwen2_5_32b,qwen2_5_32b,64,105,93,0.6083552394053366,105.20169114111616,1.0019208680106302,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,8d0142495225cf42684b42368705e5b9f3cd8dfb084c2e5fbaa65160b52be468
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,qwen2_5_3b,8,9,93,0.8404605555180723,9.518590667314163,1.0576211852571293,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,0d632c914726f24a22b9eee116d261a1c87a99a3d011ca62224dc991eec45ccb
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,qwen2_5_3b,16,21,93,0.7416551319753123,21.573369225378187,1.0273032964465802,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,55069f72e613cc9d6c07cbea82e4dc54afe5e5f5e838f11cbbb0e8eeceb522be
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,qwen2_5_3b,32,49,93,0.6450204054327848,49.610833596076986,1.0124659917566732,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,987fc7b6afbdfac0960daf1a650f4c142468af25c11e6204e4e359fe1ce0e030
gpqa_diamond__domain_chemistry__model=qwen2_5_3b,qwen2_5_3b,64,114,93,0.5576586889454662,114.76553897335329,1.0067152541522217,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,cace370dfa2e18e74f1e0c076c54889eb0a71294795ba4fea6b57acf880a5adc
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,qwen2_5_7b,8,9,93,0.8170532181599932,9.791283875016157,1.0879204305573509,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,278aea55acf2e23c3d520f6e4cb7b2fec8f823f821e7c9298c6c9ffebf02b0b9
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,qwen2_5_7b,16,22,93,0.7086942571485657,22.576731557521104,1.026215070796414,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,7a9537d3095a14f259e0def3e6a987cd9f6cbf2a2ec8cdcb695b2f3813d77970
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,qwen2_5_7b,32,54,93,0.5917033152076031,54.08115719069883,1.0015029109388671,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,c7a28f2e0ddf0aa8c72a94258c4b63c253ab7263450fad70a1104a9743935158
gpqa_diamond__domain_chemistry__model=qwen2_5_7b,qwen2_5_7b,64,131,93,0.48624939376293885,131.61970137324616,1.0047305448339403,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,4a4ebba149ca89479ade4a93cb0a29b9ed75d2c559fa2fae1904681b73591e07
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,qwen3_5_27b,8,8,93,0.9524423016848556,8.399458933993298,1.0499323667491622,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,6ad3cc53bbae7832c8fbd718335bb3798d5556ed957818d1b14db61cb4556515
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,qwen3_5_27b,16,17,93,0.9253864088880217,17.29007455299261,1.0170632089995655,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,b84f62a448991b18c9f6c4553a02a878fbb76620f98af7b07f56a6b4b1296b94
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,qwen3_5_27b,32,35,93,0.8904199949795893,35.93809683118529,1.026802766605294,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,0460355343c45d6a11043fcbda1639da6ec68f495faeceb34dc0b47d4fa10472
gpqa_diamond__domain_chemistry__model=qwen3_5_27b,qwen3_5_27b,64,75,93,0.8521439952129488,75.10467756568131,1.0013957008757508,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,15bbb1ccd5cf8fb9068ea3905b6d2142010babb2c4585f51ffd97a190503f17d
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,qwen3_5_4b,8,8,93,0.9575446717955292,8.354701598410953,1.0443376998013691,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,70ee723b78ac9d19ac327fc34aacf9fd5aac719de1b897e4f6b431f9b8c7b741
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,qwen3_5_4b,16,17,93,0.9230791300043126,17.33329189224032,1.0196054054259012,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,cadede3b3495f67134dfad6ce9e885c6f205b8983ddd195b8e3ff71f5cde1ac2
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,qwen3_5_4b,32,36,93,0.8821500907260988,36.27500618818818,1.007639060783005,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,7ab920435462aaef7282451777ee6e88bd56251022cefe1fd77a37f04226f5a0
gpqa_diamond__domain_chemistry__model=qwen3_5_4b,qwen3_5_4b,64,75,93,0.8443723806716006,75.79594200972727,1.010612560129697,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,63bd4690b8c090a6e20f7a6c211a5c3fe66909b37fe56b54af4fb0e1a1b743da
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,qwen3_5_9b,8,8,93,0.9484508892694166,8.434806789165783,1.054350848645723,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,77c0b0066e228e7cb9b12672055104792601b309c35b00a950e9cae64fa86f20
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,qwen3_5_9b,16,17,93,0.9106362173976026,17.570133599259286,1.0335372705446637,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,80a8fc47c0ec058df41e84c67286fe9e9cc3a145acf071ab2ddd8ebd6066f15e
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,qwen3_5_9b,32,36,93,0.8740137416329326,36.612696661054706,1.017019351695964,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,0c88cf16c23d050a10d3a7f0feef43732a37e9e822b3711ada45a888b066183a
gpqa_diamond__domain_chemistry__model=qwen3_5_9b,qwen3_5_9b,64,76,93,0.8396356721851745,76.22353613614138,1.0029412649492286,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,34ccf75aba5c85f89149dfb9d8618d778ab460a84d640c08224415ca1677dfbe
gpqa_diamond__domain_physics__model=qwen2_5_32b,qwen2_5_32b,8,8,86,0.9326194195396456,8.577989941437114,1.0722487426796392,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,240ef801ba6e3d25a0e412d6d721b2f5ae25a8498dc3fbce3f45d29290e87cef
gpqa_diamond__domain_physics__model=qwen2_5_32b,qwen2_5_32b,16,18,86,0.8845878805911579,18.08751888993485,1.004862160551936,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,4dafd70b99e4540035b2309c9bed3ecd6e06847e398c4e113f2b24f9e36cf38a
gpqa_diamond__domain_physics__model=qwen2_5_32b,qwen2_5_32b,32,38,86,0.8268603239953871,38.70061130201057,1.0184371395265939,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,15132e16b2009030c320d0f3291e3f9cde5b38fd8fb03e0fb79de3c9619317bb
gpqa_diamond__domain_physics__model=qwen2_5_32b,qwen2_5_32b,64,83,86,0.7698617928978571,83.13180442309769,1.0015880050975625,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,cf03b58a47a5b64f58dddba4bf54e2013ed2a2a81c0fd7e2fe32da24134ad38b
gpqa_diamond__domain_physics__model=qwen2_5_3b,qwen2_5_3b,8,9,86,0.839663212839255,9.52762950391578,1.0586255004350866,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,aafe3172658eeaf1ee36485ceaab72bcea5585afc2ee3e7f06142d4bbfcd45bb
gpqa_diamond__domain_physics__model=qwen2_5_3b,qwen2_5_3b,16,21,86,0.7478942448837402,21.393399012566533,1.018733286312692,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,2601735c07ea1d0c56418f2e0b04c970da1ec2e02a7ff7e28f7e25ffca0d9c19
gpqa_diamond__domain_physics__model=qwen2_5_3b,qwen2_5_3b,32,48,86,0.6661472568450988,48.03742666682039,1.0007797222254247,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,2a1c8bbfa33936db5392c2d1d9ea0eeea24e9ffcbf8fac88b64661495ebf50d8
gpqa_diamond__domain_physics__model=qwen2_5_3b,qwen2_5_3b,64,108,86,0.5890532044950665,108.64892935241815,1.0060086051149828,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,e5470e28be838c68888b41bcd3803be0dfb598e1ef42881cb33d30cdec158e88
gpqa_diamond__domain_physics__model=qwen2_5_7b,qwen2_5_7b,8,9,86,0.8186905116778049,9.771702353805212,1.085744705978357,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,03ff4e02ec6c5bba01224b019115e022f0548e75a5df2dfc0da17129896eb59b
gpqa_diamond__domain_physics__model=qwen2_5_7b,qwen2_5_7b,16,22,86,0.7058727909894296,22.666973715720967,1.0303169870782258,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,eefbdcc7be1cec8c2841af0f18bf52f6ea03bd8c32f86e35fe2003814ddfd3ad
gpqa_diamond__domain_physics__model=qwen2_5_7b,qwen2_5_7b,32,54,86,0.5923625228537555,54.0209732476615,1.000388393475213,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,4d76cfa0f7f8614afe688094e07136dd87ea9bfa6747c18444d62f61c1b2183a
gpqa_diamond__domain_physics__model=qwen2_5_7b,qwen2_5_7b,64,127,86,0.5004153521481913,127.8937581056611,1.0070374653989065,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,f1190c258237f1bea71df6e810f2cc5c0288b644851bd074ad685924c7cf331f
gpqa_diamond__domain_physics__model=qwen3_5_27b,qwen3_5_27b,8,9,86,0.8560453165929713,9.345299652873173,1.0383666280970192,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,7e9bf8bc12a04a5a57c017ca7a079f864caf391dde252924d6804a6b0d2c9da8
gpqa_diamond__domain_physics__model=qwen3_5_27b,qwen3_5_27b,16,20,86,0.7735019849898839,20.685144072654516,1.0342572036327258,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,f3e71e0d8bb4a1e8ec36dc9c34978b9a597375b1a0c43dbe90a07ba5c73c79f3
gpqa_diamond__domain_physics__model=qwen3_5_27b,qwen3_5_27b,32,46,86,0.690833477454587,46.32085885285368,1.006975192453341,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,710b4f059cb96c8ca9f92cc9d4739ef3312820d7c5e0b471704972a002a58a04
gpqa_diamond__domain_physics__model=qwen3_5_27b,qwen3_5_27b,64,105,86,0.6074710957664926,105.35480691348174,1.003379113461731,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,28c47847213b4b098fa3ec7bf1c3de8a7938371730506cc233ceb7b1135b5900
gpqa_diamond__domain_physics__model=qwen3_5_4b,qwen3_5_4b,8,9,86,0.8425808102878837,9.494638261778888,1.0549598068643211,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,a5ca78dd6621e1cb1af1deb0b9ea8a506928a06e5db0104a4d4449aa61553b2a
gpqa_diamond__domain_physics__model=qwen3_5_4b,qwen3_5_4b,16,21,86,0.7556987776783427,21.172457164950284,1.0082122459500136,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,ba0684a9eb18bf77c75f6682382e833f9a6fedf091ecbd9c83c290e8190952e4
gpqa_diamond__domain_physics__model=qwen3_5_4b,qwen3_5_4b,32,47,86,0.6716036113261279,47.64715296395411,1.0137692119990236,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,e2c0c31516735ff4389fc00324c5f941e7a3adf5f60750632d97b1385449914d
gpqa_diamond__domain_physics__model=qwen3_5_4b,qwen3_5_4b,64,106,86,0.6020240796447262,106.3080400999383,1.0029060386786632,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,3f058a7c9465b1d3b510345e1e093b877fbcde4f67f2fce4f1e1a83cc548a19f
gpqa_diamond__domain_physics__model=qwen3_5_9b,qwen3_5_9b,8,9,86,0.8427475699622649,9.4927594989781,1.054751055442011,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,5e382308cba325867fce49869ce568bdaf4a2f116cc80eb7f9a698ce6b70236b
gpqa_diamond__domain_physics__model=qwen3_5_9b,qwen3_5_9b,16,21,86,0.7582674502588158,21.100734304945828,1.0047968716640872,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,59acf0d946bf86d4cce8fe2d35e0b515b74753829e46a8f3853c131f2ee0e3fb
gpqa_diamond__domain_physics__model=qwen3_5_9b,qwen3_5_9b,32,48,86,0.6629335935314051,48.27029481118619,1.0056311418997124,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,80a7d21127343be6b03690d172e735d8ae1e2446919ea2974831642ce89aefbc
gpqa_diamond__domain_physics__model=qwen3_5_9b,qwen3_5_9b,64,110,86,0.5786887203754914,110.59486343274943,1.0054078493886314,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,2be89e35b7c390cd48605bd48005ddc3d4882b9336d6ed3eb0df5995f914f6ac
hle__text_only_sample100__model=qwen2_5_32b,qwen2_5_32b,8,8,100,0.9445037024787092,8.470056791736434,1.0587570989670543,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,f2a80c6fbfd7acf89c7b8cbae3e90005f97e5532c609cce05a610f0034fce118
hle__text_only_sample100__model=qwen2_5_32b,qwen2_5_32b,16,18,100,0.8751489064678836,18.282602973905643,1.0157001652169801,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,b76547c2f75850e65c6ae850ff2fbef612b5c9c01faa27ed7c78377ffd7f8e45
hle__text_only_sample100__model=qwen2_5_32b,qwen2_5_32b,32,39,100,0.8054628525032466,39.72870989710977,1.0186848691566608,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,a2705c0355d12442c7aa08fccafa7a4c7727f2205331248d6f8930e5f3d99148
hle__text_only_sample100__model=qwen2_5_32b,qwen2_5_32b,64,87,100,0.7310443170805403,87.54599208921697,1.0062757711404249,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,7281e41cf641d6b2483091fd534d1d7ed85f8a53e7a158cb2d7dbbd858374dde
hle__text_only_sample100__model=qwen2_5_3b,qwen2_5_3b,8,8,100,0.9076324991004763,8.81414009296552,1.10176751162069,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,781adcc9b93856a11fe2e7fce25a11ec551ae539d4629bc44bbc9ba73d907135
hle__text_only_sample100__model=qwen2_5_3b,qwen2_5_3b,16,19,100,0.8381097894284902,19.090577632926173,1.0047672438382196,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,90ca0ef4fafbbaef9cea44b5e95b71d0df958f7721257b2bf0bdb8e99d6b5e3c
hle__text_only_sample100__model=qwen2_5_3b,qwen2_5_3b,32,41,100,0.7672754424190911,41.70601355245954,1.0172198427429155,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,5c9c9be455531c769868096c705b1201c4762d23bf3a238e10bdc087a142cc19
hle__text_only_sample100__model=qwen2_5_3b,qwen2_5_3b,64,91,100,0.6981387091922804,91.67232694208509,1.0073882081547814,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,dd4284c83343fe5bb4b8083cc7524c5212eb86c9e519269f4f17011e22cbd4f8
hle__text_only_sample100__model=qwen2_5_7b,qwen2_5_7b,8,8,100,0.911871203479069,8.773168808793983,1.0966461010992479,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,f9f64f7c2a004d13f164dd81de5e087045f80f6eaf91789900af3ea92d6b9925
hle__text_only_sample100__model=qwen2_5_7b,qwen2_5_7b,16,19,100,0.8307637642227144,19.25938598798907,1.013651894104688,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,53aea2e8d963fee3a7239be7fb24f61ffa0709d173664036fcb91b8df7c249c5
hle__text_only_sample100__model=qwen2_5_7b,qwen2_5_7b,32,42,100,0.7528260615881589,42.5064986890769,1.012059492597069,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,cb775ca211f19622c3b446e3fdc9b94539283fb4cca354e0b84bc9780eae8643
hle__text_only_sample100__model=qwen2_5_7b,qwen2_5_7b,64,94,100,0.676524282035357,94.60118683020927,1.0063956045766944,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,90303083301f67570ae7849c1aec2f53c87f84091a299b86a65628c62502f65e
hle__text_only_sample100__model=qwen3_5_27b,qwen3_5_27b,8,8,100,0.8989571246791632,8.899200841035874,1.1124001051294843,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,72920b35cf264321efff7a97226e9433bf9956a0bcf1cd901f4e3d73ff55e397
hle__text_only_sample100__model=qwen3_5_27b,qwen3_5_27b,16,19,100,0.8255391906301405,19.38127248421371,1.0200669728533533,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,e3eca07a8e102b6c62cdf15c61f5b32b400281519293628fb0842b6bfeb1200c
hle__text_only_sample100__model=qwen3_5_27b,qwen3_5_27b,32,42,100,0.758024270194753,42.21500716827774,1.0051192182923272,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,816cf241fb1ea22dddd41f28fb75280aa7342b1f9de0f3ab8a725829d761ca1f
hle__text_only_sample100__model=qwen3_5_27b,qwen3_5_27b,64,91,100,0.6984323996582928,91.63377877560079,1.006964601929679,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,842d4fe63f7aa16dfa162240b301509678e1e0e8f671d6fd2ab6f300b5647454
hle__text_only_sample100__model=qwen3_5_4b,qwen3_5_4b,8,9,100,0.8570388282596317,9.334466229780288,1.037162914420032,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,741aecde6fc7e734439f0fc7a09e9cdc1ff74ddd251bd38cfefe5f53f4876b08
hle__text_only_sample100__model=qwen3_5_4b,qwen3_5_4b,16,20,100,0.7839972384151603,20.40823515187857,1.0204117575939287,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,705fc25d14ce11ea9ca3c9b22be698f2ff045417c182255225d0ddd82694d4a0
hle__text_only_sample100__model=qwen3_5_4b,qwen3_5_4b,32,45,100,0.7090246217632128,45.13242420329767,1.0029427600732814,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,69d350a65b88fc78092394b4e32c7cb4967fc5f119c2883c825cf12997d67163
hle__text_only_sample100__model=qwen3_5_4b,qwen3_5_4b,64,99,100,0.6438301785075632,99.40509490927533,1.004091867770458,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,0336290978331b796d6e581f6d0c26fe75d6efaa589347a6601f282c3a74433c
hle__text_only_sample100__model=qwen3_5_9b,qwen3_5_9b,8,9,100,0.8790483202952499,9.100751136539348,1.0111945707265941,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,df9a5821bb05276a28b311d006e85f9a09d15f2bc78f9a492bc594f2383771bb
hle__text_only_sample100__model=qwen3_5_9b,qwen3_5_9b,16,19,100,0.8062691613342117,19.844489616250794,1.0444468219079366,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,b465c813aa3de2fdc592d83a63a6760eadf251db3067d9b3a17f516a2df348e3
hle__text_only_sample100__model=qwen3_5_9b,qwen3_5_9b,32,43,100,0.7357921911337446,43.49054038028432,1.0114079158205656,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,33cd2f1e2ad528fdab37863b24e08802fd4772397045af8564e9bb76173f26c4
hle__text_only_sample100__model=qwen3_5_9b,qwen3_5_9b,64,95,100,0.6703573073263281,95.47147364628484,1.0049628804872088,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,b29a00537e9efa13acd831b37c53844fa9332791d983173ab10e59a2ccca179e
hmmt__model=qwen2_5_32b,qwen2_5_32b,8,9,30,0.8115719761484168,9.857412817488655,1.0952680908320727,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,b7f51d046fbad6f565fbbf8ab90dee735dbc9caeea0afa164bba874ae1e62ab9
hmmt__model=qwen2_5_32b,qwen2_5_32b,16,22,30,0.7269525827477312,22.00968863680667,1.0004403925821215,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,a43598c98c0daf8388af1f5fd8a7aee88e03c59c6c90e63fc1ca361e48d01df7
hmmt__model=qwen2_5_32b,qwen2_5_32b,32,49,30,0.6429294708587949,49.77217789885399,1.0157587326296733,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,1a29c71ecc42d29e97a3c57fe2434817e5bb2272f17056880d77e758b201270c
hmmt__model=qwen2_5_32b,qwen2_5_32b,64,114,30,0.5582129379263767,114.65158840234733,1.005715687739889,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,97f02551d6a583ba80c4ce488386c395e23a5183e47891a6f280f80534921803
hmmt__model=qwen2_5_3b,qwen2_5_3b,8,8,30,0.9768506225430554,8.189583765810001,1.0236979707262501,0669721fa26117fee305b0747bbe1736274542aa726a1ca70f5b8f4f7759fa02,uniform_rounded_equivalent_v1,8914f64476c1d4ba46402d20d710e4ccdedd1624e18a93a356fbcca1ddb9cb28
